Det gjennomfoeres kvalitetskontroll av luftkvalitetsdata.QC-flagg viser hvilket nivaa av kvalitetskontroll dataene har vaert gjennom.QC=1 (Raadata) QC = 2(Automatisk kontrollerte data) QC= 3(Skalerte data) QC= 4(Kvalitetssikrede data / Godkjente data)
Ved kvalitetskontroll flagges verdier som gyldige eller ugyldige(f.eks ved instrumentfeil).QA = 0(Gyldig verdi) QA = 1(Ugyldig verdi)
Data er hentet fra loesningen https://luftkvalitet.nilu.no 
Tid,E6-Tiller PM10 µg/m³ Day,Dekning,E6-Tiller PM2.5 µg/m³ Day,Dekning,Elgeseter PM10 µg/m³ Day,Dekning,Elgeseter PM2.5 µg/m³ Day,Dekning,Elgeseter mobil PM10 µg/m³ Day,Dekning,Elgeseter mobil PM2.5 µg/m³ Day,Dekning,Omkjøringsvegen PM10 µg/m³ Day,Dekning,Omkjøringsvegen PM2.5 µg/m³ Day,Dekning,Torvet PM10 µg/m³ Day,Dekning,Torvet PM2.5 µg/m³ Day,Dekning,Åsveien skole PM10 µg/m³ Day,Dekning,Åsveien skole PM2.5 µg/m³ Day,Dekning,Bakke kirke PM10 µg/m³ Day,Dekning,Bakke kirke PM2.5 µg/m³ Day,Dekning
30.01.2016 00:00,9.6335324014,100,4.3582642181,100,,33,,33,,,,,,,,,4.9625,100,4.05,100,,,,,7.1650493514,100,4.4069961486,100
31.01.2016 00:00,6.5731804868,100,3.431647834,100,6.7773717523,92,4.5204701955,92,,,,,,,,,4.4833333333,100,3.7041666667,100,,,,,5.1211886833,100,3.5883237194,100
01.02.2016 00:00,11.7497673819,100,3.834984932,100,7.3964591413,88,4.0241443627,88,,,,,,,,,4.9458333333,100,3.575,100,,,,,8.6260525042,100,5.3691704833,100
02.02.2016 00:00,13.8091902486,100,10.0884456514,100,12.4638916841,92,10.6153710485,92,,,,,,,,,8.1916666667,100,7.8333333333,100,,,,,10.7969612354,100,9.1847839146,100
03.02.2016 00:00,10.1103174042,100,5.2489631917,100,8.8646104222,88,5.6481426357,88,,,,,,,,,5.1541666667,100,4.1125,100,,,,,8.079991825,100,4.3452642875,100
04.02.2016 00:00,7.112461495,83,5.202284915,83,7.3182625972,100,4.4565647986,100,,,,,,,,,2.8166666667,100,2.3708333333,100,,,,,3.3719654913,96,1.4563339391,96
05.02.2016 00:00,5.8710057636,92,3.4973013909,92,9.8861008722,100,6.1787308389,100,,,,,,,,,4.4375,100,4.1041666667,100,,,,,7.8152118521,100,5.4167818854,100
06.02.2016 00:00,5.0916526739,96,2.3317894391,96,7.1912619522,96,4.7362508609,96,,,,,,,,,4.225,100,4.05,100,,,,,6.4659014081,100,5.1335268677,100
07.02.2016 00:00,7.2256301739,96,3.914466587,96,11.8243347545,92,8.5947487121,92,,,,,,,,,4.7416666667,100,4.575,100,,,,,10.8209034319,100,9.4315537278,100
08.02.2016 00:00,9.4688943,100,3.15829055,100,,67,,67,,,,,,,,,2.5,100,1.6833333333,100,,,,,7.8172812993,96,6.8046149094,96
09.02.2016 00:00,21.0066895542,100,9.3714360375,100,14.2254884015,92,9.7001907106,92,,,,,,,,,8.6541666667,100,6.3625,100,,,,,8.8779722549,100,7.8795994139,100
10.02.2016 00:00,11.6022036442,100,8.1650851605,100,11.3318919069,100,7.7463447792,100,,,,,,,,,6.0434782609,96,4.5291666667,100,,,,,6.5223888868,100,5.7505451576,100
11.02.2016 00:00,14.0213787049,100,7.409408516,100,10.7824176913,96,5.9396318,96,,,,,,,,,6.4291666667,100,4.2458333333,100,,,,,5.7290329243,100,4.9053841604,100
12.02.2016 00:00,22.7071031667,100,10.3663861986,100,13.5177283956,96,8.0248217935,96,,,,,,,,,10.9125,100,7.2,100,,,,,7.5633385889,100,6.4803861722,100
13.02.2016 00:00,16.8530133819,100,9.0859149583,100,11.6811045813,100,8.0891590354,100,,,,,,,,,8.3958333333,100,6.625,100,,,,,6.8920735361,100,6.4999012813,100
14.02.2016 00:00,40.2933924931,100,15.7196229542,100,14.9027606409,92,7.0067756864,92,,,,,,,,,13.3833333333,100,6.8958333333,100,,,,,8.1397829736,100,7.5470067576,100
15.02.2016 00:00,7.4601530111,100,5.9959682097,100,6.585076329,96,4.0028800058,96,,,,,,,,,4.2708333333,100,3.8958333333,100,,,,,6.1613781403,100,5.7441728271,100
16.02.2016 00:00,,42,,42,8.6651823783,83,5.6658714325,83,,,,,,,,,6.6375,100,5.4083333333,100,,,,,5.5283636417,100,4.9776174382,100
17.02.2016 00:00,,54,,54,5.3061541442,83,2.3196525108,83,,,,,,,,,4.2791666667,100,3.0791666667,100,,,,,3.9285861717,100,3.3717743948,100
18.02.2016 00:00,36.1044255464,96,13.1573430754,96,17.9874773833,100,7.4131484083,100,,,,,,,,,20.9958333333,100,9.9708333333,100,,,,,7.0610755528,100,5.9270657125,100
19.02.2016 00:00,18.9755171278,100,7.4088309431,100,15.9908812201,100,6.6456759451,100,,,,,,,,,13.7166666667,100,7.5583333333,100,,,,,7.6060479361,100,6.8516540292,100
20.02.2016 00:00,10.2677879639,100,5.1022985445,100,10.2278988833,100,5.2531372833,100,,,,,,,,,4.8875,100,2.7458333333,100,,,,,4.3990732583,100,3.8409584076,100
21.02.2016 00:00,7.6349239347,100,6.4645017375,100,6.9829160375,100,4.8055481708,100,,,,,,,,,5.9,100,5.4833333333,100,,,,,5.422550787,96,4.8314491957,96
22.02.2016 00:00,11.4921456694,100,7.5420845722,100,12.2524309957,96,6.8781758739,96,,,,,,,,,8.9083333333,100,6.1,100,,,,,5.5102403833,100,4.9540176458,100
23.02.2016 00:00,9.6630930569,100,4.9180396167,100,7.5230199363,88,3.7794227937,88,,,,,,,,,4.4541666667,100,3.3083333333,100,,,,,3.5827652076,100,3.465680895,100
24.02.2016 00:00,9.4071163076,100,4.5391133042,100,7.6465668048,88,3.6341648143,88,,,,,,,,,4.2791666667,100,3.2916666667,100,,,,,2.5159814708,100,2.191021725,100
25.02.2016 00:00,7.9600177417,100,5.2281176146,100,8.0622201217,96,5.9111516739,96,,,,,,,,,4.2541666667,100,4.05,100,,,,,3.3905959042,100,3.2269302708,100
26.02.2016 00:00,13.4678994583,100,6.9417093583,100,7.7604852957,96,5.1144408391,96,,,,,,,,,3.9125,100,3.675,100,,,,,4.1228060819,100,3.9499787799,100
27.02.2016 00:00,5.17136985,100,3.1989806083,100,3.2144379632,79,1.1798016211,79,,,,,,,,,2.7791666667,100,2.5541666667,100,,,,,2.609874675,100,2.5090689257,100
28.02.2016 00:00,6.0537081333,100,4.3864520646,100,5.7021514684,79,3.5427984211,79,,,,,,,,,4.3875,100,4.0791666667,100,,,,,3.0028398403,100,2.7842013882,100
29.02.2016 00:00,13.0650066104,100,5.0765521146,100,4.0782496174,88,2.3319718262,88,,,,,,,,,3.7125,100,3.3583333333,100,,,,,6.4566010118,100,5.6878966083,100
01.03.2016 00:00,9.6999658813,100,3.0977205792,100,8.378347109,100,4.3770160548,100,,,,,,,,,6.3833333333,100,4.4791666667,100,,,,,6.6434927542,100,4.478573525,100
02.03.2016 00:00,17.3290413799,100,4.7856135875,100,6.1127712601,96,3.1688582391,96,,,,,,,,,4.8375,100,3.1571428571,88,,,,,5.2123635979,100,3.3666300514,100
03.03.2016 00:00,15.1351458076,100,5.3712968382,100,7.7566063768,96,4.2706821464,96,,,,,,,,,5.2375,100,3.75,100,,,,,5.9336287215,100,4.16608465,100
04.03.2016 00:00,39.5659839236,100,9.8109181764,100,11.2093892445,100,4.771376491,100,,,,,,,,,8.5125,100,4.9375,100,,,,,11.9947265174,100,7.1235079556,100
05.03.2016 00:00,9.5593403111,100,5.6822361486,100,7.7331781326,92,5.2123493197,92,,,,,,,,,5.0166666667,100,4.5083333333,100,,,,,5.8853870194,100,4.4909648889,100
06.03.2016 00:00,9.7863345764,100,5.2658813681,100,5.2981591427,96,3.5625453239,96,,,,,,,,,4.7958333333,100,4.6458333333,100,,,,,8.5065240417,100,7.2890183111,100
07.03.2016 00:00,21.3439459639,100,9.0548858486,100,10.3453066396,100,6.5732655118,100,,,,,,,,,8.9708333333,100,7.1541666667,100,,,,,10.2865464542,100,7.6592520236,100
08.03.2016 00:00,14.6734039167,100,12.4490715278,100,11.3061880618,100,7.6209844528,100,,,,,,,,,8.0708333333,100,6.5125,100,,,,,9.5672476944,100,7.6239492472,100
09.03.2016 00:00,19.778974057,100,11.5746901181,100,17.3612359848,96,10.2280662761,96,,,,,,,,,13.8375,100,7.8666666667,100,,,,,14.7389006181,100,9.9350104403,100
10.03.2016 00:00,19.8786336043,96,13.891301087,96,14.9616882428,96,7.4175581768,96,,,,,,,,,11.7458333333,100,5.7333333333,100,,,,,13.0927004285,100,7.7107533743,100
11.03.2016 00:00,16.3327663023,96,8.4951671263,96,10.2485931651,88,4.4022655012,88,,,,,,,,,9.6833333333,100,5.1208333333,100,,,,,9.3174285705,100,5.6264379251,100
12.03.2016 00:00,14.6340866833,100,8.2298522792,100,11.3654718421,88,7.6024491976,88,,,,,,,,,8.2,100,6.2083333333,100,,,,,8.7623515597,100,6.5929797861,100
13.03.2016 00:00,15.3816412792,100,10.4329744917,100,12.3841519729,100,8.8367387875,100,,,,,,,,,8.4583333333,100,8.0541666667,100,,,,,10.8573043222,100,8.8204345153,100
14.03.2016 00:00,10.5722398417,100,7.5281478417,100,7.0512292391,96,4.501584137,96,,,,,,,,,3.0260869565,96,2.9125,100,,,,,8.7387577611,100,4.6339606708,100
15.03.2016 00:00,17.5817363217,96,8.8593363478,96,5.6387328432,92,3.1456243159,92,,,,,,,,,3.35,100,3.0458333333,100,,,,,6.0108882208,100,4.3092715944,100
16.03.2016 00:00,27.8194187444,88,12.1729079476,88,8.0298653313,100,2.9107042375,100,,,,,,,,,6.325,100,4.4833333333,100,,,,,9.0614305931,100,4.46428565,100
17.03.2016 00:00,20.287465843,100,10.4867108,100,10.4669030417,100,4.1261176146,100,,,,,,,,,8.6625,100,6.85,100,,,,,13.2711722097,100,5.928363309,100
18.03.2016 00:00,20.9098423028,100,7.4963646695,100,8.1202272068,92,2.7524969386,92,,,,,,,,,6.3875,100,2.8666666667,100,,,,,13.4661589583,100,2.7355552424,100
19.03.2016 00:00,8.2454372348,96,6.3044986319,96,6.4719454174,96,3.3234365326,96,,,,,,,,,4.3619047619,88,3.7416666667,100,,,,,5.8890219903,100,2.738043384,100
20.03.2016 00:00,6.8956795194,100,5.4773994125,100,4.320194925,100,2.0935215146,100,,,,,,,,,3.2695652174,96,2.6833333333,100,,,,,4.6562464957,96,2.2105805906,96
21.03.2016 00:00,13.9443849917,100,7.2107518125,100,6.2522587639,75,3.6089685333,75,,,,,,,,,2.5826086957,96,2.0608695652,96,,,,,5.9942714869,96,1.6592891246,96
22.03.2016 00:00,6.3350097111,100,4.7767851778,100,2.3568090537,75,1.1537531944,75,,,,,,,,,1.3166666667,75,1.3166666667,100,,,,,3.2437620993,100,2.1007934194,100
23.03.2016 00:00,17.5899848729,100,6.5098706451,100,11.10509998,83,3.2363293517,83,,,,,,,,,7.8041666667,100,4.2416666667,100,,,,,8.9835413688,100,2.9379055819,100
24.03.2016 00:00,21.5477587514,100,6.2555075917,100,7.9764803449,96,2.6368413391,96,,,,,,,,,5.5916666667,100,3.0916666667,100,,,,,9.0545822616,96,3.1460215355,96
25.03.2016 00:00,9.0195427938,100,5.1199931007,100,4.8727359278,100,2.0839023569,100,,,,,,,,,4.175,100,3.5291666667,100,,,,,7.3967508861,100,4.5953166542,100
26.03.2016 00:00,22.4248740924,100,7.6093915722,100,8.9825333467,83,3.0777823017,83,,,,,,,,,7.7583333333,100,3.0541666667,100,,,,,8.9818062667,100,3.2387557,100
27.03.2016 00:00,29.6937326729,100,12.8548312167,100,14.1864607611,100,2.1934757903,100,,,,,,,,,12.7625,100,2.8458333333,100,,,,,14.1422438042,100,2.1509353958,100
28.03.2016 00:00,18.5794112125,100,8.271479125,100,10.5977512444,100,2.9033626903,100,,,,,,,,,8.2333333333,100,2.8833333333,100,,,,,11.3949603167,100,3.0480269417,100
29.03.2016 00:00,51.8688390813,100,9.5193968813,100,16.6174994803,92,1.8253015227,92,,,,,,,,,18.7833333333,100,3,100,,,,,18.3577134875,100,2.7096933875,100
30.03.2016 00:00,53.1348801938,100,11.7196425417,100,38.8092150306,100,4.9006628097,100,,,,,,,,,28.6791666667,100,7.5708333333,100,,,,,26.245916675,100,4.4671470667,100
31.03.2016 00:00,37.3322275273,100,5.1056663775,100,20.8087499598,92,3.8514569083,92,,,,,,,,,19.5541666667,100,4.3333333333,100,,,,,15.9572250028,100,4.0619936104,100
01.04.2016 00:00,12.9744628333,100,5.0102392736,100,6.6475150856,92,3.7978998083,92,,,,,,,,,3.7541666667,100,3.0791666667,100,,,,,8.2844006153,100,5.1125056958,100
02.04.2016 00:00,10.3846459958,100,6.8419071472,100,5.6532053825,88,3.5558248754,88,,,,,,,,,3.8166666667,100,3.5458333333,100,,,,,6.5143386305,100,4.462919,100
03.04.2016 00:00,25.4228978903,100,13.7919361458,100,22.868604729,96,3.5428771623,96,,,,,,,,,12.0625,100,3.5416666667,100,,,,,25.0128413728,100,5.1236049748,100
04.04.2016 00:00,77.4121347318,92,11.2437651,92,52.3302068559,83,5.010937657,83,,,,,,,,,42.5916666667,100,6.3166666667,100,,,,,61.8452038208,100,5.9944877972,100
05.04.2016 00:00,21.0525571139,100,8.1566200444,100,15.93443265,100,6.9095122875,100,,,,,,,,,8.175,100,5.6375,100,,,,,15.2568430555,100,8.0483919694,100
06.04.2016 00:00,28.7722062083,100,9.9760259118,100,21.4254049,100,7.9246722625,100,,,,,,,,,10.0875,100,7.7541666667,100,,,,,28.1190520319,100,8.2029148903,100
07.04.2016 00:00,16.5531905639,100,5.2310324174,100,10.4513682208,100,4.3201191,100,,,,,,,,,5.3333333333,100,3.3708333333,100,,,,,8.7677150139,100,3.506214375,100
08.04.2016 00:00,11.4040468326,100,5.007456466,100,5.7674897043,96,3.0429193739,96,,,,,,,,,3.6333333333,100,2.9416666667,100,,,,,6.5691046771,100,3.393197375,100
09.04.2016 00:00,28.4512659215,100,7.1900786972,100,22.4009207435,96,2.062484287,96,,,,,,,,,14.9125,100,4.5875,100,,,,,33.7862372587,96,5.2236409196,96
10.04.2016 00:00,46.3961377729,100,11.7419903708,100,37.489491075,100,5.9020937667,100,,,,,,,,,15.1416666667,100,4.2958333333,100,,,,,34.2437918083,100,5.6286436958,100
11.04.2016 00:00,73.5319400377,96,10.8044605449,96,53.4569524757,100,5.8457114819,100,,,,,,,,,33.1166666667,100,6.475,100,,,,,50.0092674646,100,7.4868634833,100
12.04.2016 00:00,58.6273434174,100,10.3681117681,100,44.4094983424,100,5.6174469778,100,,,,,,,,,37.8375,100,7.5958333333,100,,,,,42.5145418208,100,7.388394075,100
13.04.2016 00:00,35.0901924042,100,7.2540128903,100,19.4088995457,96,2.1599430602,96,,,,,,,,,11.25,100,3.8041666667,100,,,,,22.7389167153,100,3.671430934,100
14.04.2016 00:00,48.8245728222,100,8.5693196417,100,35.4965669812,96,5.7917141667,96,,,,,,,,,29.9791666667,100,6.05,100,,,,,27.7354291813,100,5.2218036514,100
15.04.2016 00:00,,0,,0,11.9104707833,96,2.9563213674,96,,,,,,,,,4.5291666667,100,2.8958333333,100,,,,,10.2395092792,100,3.2958578174,100
16.04.2016 00:00,,0,,0,11.770008525,100,2.6110084708,100,,,,,,,,,6.9375,100,3.7041666667,100,,,,,8.7936179278,100,2.9010797847,100
17.04.2016 00:00,,0,,0,9.4904802553,92,2.6611640629,92,,,,,,,,,5.8625,100,2.6458333333,100,,,,,9.0346730486,100,3.2816832708,100
18.04.2016 00:00,,0,,0,15.4615645708,100,3.631911059,100,,,,,,,,,4.975,100,2.5625,100,,,,,10.7176505111,100,4.2737033597,100
19.04.2016 00:00,,0,,0,32.0963480877,96,4.476386437,96,,,,,,,,,8.85,100,4.2458333333,100,,,,,19.3045979167,100,4.7501998542,100
20.04.2016 00:00,,0,,0,20.8103310318,88,2.5207655619,88,,,,,,,,,13.8291666667,100,5.7708333333,100,,,,,24.0821000167,100,6.3938470785,100
21.04.2016 00:00,,0,,0,4.171830175,92,1.5557037447,92,,,,,,,,,2.7333333333,100,2.1291666667,100,,,,,6.4804719174,100,2.6320986299,100
22.04.2016 00:00,,0,,0,10.0371448972,100,4.2527654181,100,,,,,,,,,5.2583333333,100,3.4541666667,100,,,,,8.7785531806,100,2.8094646319,100
23.04.2016 00:00,,0,,0,7.2017286311,92,2.9886561659,92,,,,,,,,,3.7916666667,100,2.7666666667,100,,,,,8.0782177931,100,2.5667304,100
24.04.2016 00:00,,0,,0,12.4607543203,96,2.5414156348,96,,,,,,,,,5.225,100,3.3333333333,100,,,,,14.3188169333,100,3.6337240972,100
25.04.2016 00:00,,0,,0,21.3764126855,96,3.2157605072,96,,,,,,,,,9.4791666667,100,3.6,100,,,,,31.4817941364,92,4.2679267068,92
26.04.2016 00:00,,0,,0,35.5220214152,92,3.3269257288,92,,,,,,,,,15.275,100,4.55,100,,,,,19.7190792097,100,5.5569270896,100
27.04.2016 00:00,,0,,0,20.9212950439,92,3.5498934546,92,,,,,,,,,10.9041666667,100,4.25,100,,,,,11.6948638924,100,3.6419652515,100
28.04.2016 00:00,,0,,0,14.0097742864,92,3.7370867689,92,,,,,,,,,5.3833333333,100,2.5916666667,100,,,,,10.7722684118,100,3.4551455549,100
29.04.2016 00:00,,0,,0,12.6911075478,96,1.9262628087,96,,,,,,,,,6.5583333333,100,2.5291666667,100,,,,,14.1137400153,100,2.5126290701,100
30.04.2016 00:00,,0,,0,12.0383192292,100,4.8085005792,100,,,,,,,,,5.7083333333,100,3.7416666667,100,,,,,14.2817528437,100,6.1777725451,100
01.05.2016 00:00,,0,,0,8.2472301636,92,1.7154487977,92,,,,,,,,,4.7208333333,100,1.9875,100,,,,,11.7662550993,100,2.6072467951,100
02.05.2016 00:00,,0,,0,22.7525214038,92,1.7906506606,92,,,,,,,,,10.45,100,2.1166666667,100,,,,,28.3600574597,100,2.9704591757,100
03.05.2016 00:00,,0,,0,22.0431112083,92,3.2799887644,92,,,,,,,,,6.2083333333,100,2.1625,100,,,,,8.2478914764,100,2.4500306597,100
04.05.2016 00:00,,0,,0,26.7809591797,96,5.0845514355,96,,,,,,,,,6.3375,100,2.4875,100,,,,,13.6234578139,100,3.5949865389,100
05.05.2016 00:00,,0,,0,12.1581098116,96,2.6077889246,96,,,,,,,,,6.375,100,2.8583333333,100,,,,,12.7397269028,100,4.1285486382,100
06.05.2016 00:00,,0,,0,29.7557508855,96,8.9362633406,96,,,,,,,,,18.9833333333,100,8.925,100,,,,,29.3322325,100,9.7791028611,100
07.05.2016 00:00,,0,,0,24.275948425,100,9.2831757986,100,,,,,,,,,19.025,100,10.3583333333,100,,,,,21.7562610278,100,9.5838275778,100
08.05.2016 00:00,,0,,0,21.0064736403,100,9.0504130403,100,,,,,,,,,17.5166666667,100,10.6875,100,,,,,22.1379085403,100,11.1494644361,100
09.05.2016 00:00,,0,,0,47.9988820403,100,14.0603381028,100,,,,,,,,,26.2791666667,100,13.7291666667,100,,,,,32.5074104681,100,14.2558177625,100
10.05.2016 00:00,,0,,0,25.4049074833,100,8.8371131681,100,,,,,,,,,9.3541666667,100,4.6125,100,,,,,13.0812260507,100,4.074695366,100
11.05.2016 00:00,,0,,0,26.4226938972,100,6.8347967472,100,,,,,,,,,16.3666666667,100,5.1458333333,100,,,,,25.1230489,100,6.1675710729,100
12.05.2016 00:00,,0,,0,12.283299407,100,3.7502099445,100,,,,,,,,,7.9291666667,100,3.6041666667,100,,,,,11.4157023903,100,4.1846375424,100
13.05.2016 00:00,,0,,0,12.346613125,92,2.1941052091,92,,,,,,,,,5.2045454545,92,3.1636363636,92,,,,,10.7446664761,96,3.2949689804,96
14.05.2016 00:00,,0,,0,7.373188123,88,3.0657503262,88,,,,,,,,,3.1833333333,100,2.35,100,,,,,6.8425485438,100,3.6286724583,100
15.05.2016 00:00,,0,,0,6.7202767913,88,1.1163691532,88,,,,,,,,,3.3458333333,100,2.325,100,,,,,6.3515486913,96,2.1459900609,96
16.05.2016 00:00,,0,,0,10.557574784,100,3.3683667375,100,,,,,,,,,4.1708333333,100,3.0416666667,100,,,,,11.2276478521,100,4.0064974292,100
17.05.2016 00:00,,0,,0,10.4404099217,83,1.5177462533,83,,,,,,,,,5.6416666667,100,3.1041666667,100,,,,,10.5031569695,100,2.7534911618,100
18.05.2016 00:00,,0,,0,,38,,38,,,,,,,,,4.0208333333,100,2.2875,100,,,,,13.5025112965,100,2.7931586826,100
19.05.2016 00:00,,0,,0,,58,,58,,,,,,,,,5.1541666667,100,2.6791666667,100,,,,,14.8620611578,100,3.663362029,100
20.05.2016 00:00,,0,,0,13.2234059328,96,2.2203386668,96,,,,,,,,,11.3625,100,3.5791666667,100,,,,,16.5827363875,100,3.3827508292,100
21.05.2016 00:00,,0,,0,8.8548141842,96,4.5580541144,96,,,,,,,,,5.2583333333,100,3.9375,100,,,,,11.3293746417,100,5.336186691,100
22.05.2016 00:00,,0,,0,6.7907623133,83,1.4679613433,83,,,,,,,,,3.2041666667,100,1.9,100,,,,,8.2088786083,100,2.8814171465,100
23.05.2016 00:00,,0,,0,,0,,0,,,,,,,,,3.2833333333,100,2.6625,100,,,,,7.3145726896,100,3.1730836743,100
24.05.2016 00:00,,0,,0,,0,,0,,,,,,,,,4.2,100,2.4333333333,100,,,,,15.4440095048,100,3.411401431,100
25.05.2016 00:00,,0,,0,,0,,0,,,,,,,,,3.9541666667,100,2.6666666667,100,,,,,11.4378424159,96,2.8275246587,96
26.05.2016 00:00,,0,,0,,0,,0,,,,,,,,,10.9375,100,5.2416666667,100,,,,,20.7645283826,96,5.7091522043,96
27.05.2016 00:00,,0,,0,,0,,0,,,,,,,,,13.65,100,5.2666666667,100,,,,,21.6710832465,96,6.4632730425,96
28.05.2016 00:00,,0,,0,,0,,0,,,,,,,,,7.5875,100,3.325,100,,,,,15.7276485125,100,4.2412230083,100
29.05.2016 00:00,,0,,0,,0,,0,,,,,,,,,4.7875,100,3.4791666667,100,,,,,9.7000807958,100,4.2355060167,100
30.05.2016 00:00,,0,,0,,0,,0,,,,,,,,,9.4041666667,100,5.5875,100,,,,,18.1840414,100,8.1891299833,100
31.05.2016 00:00,,0,,0,,0,,0,,,,,,,,,15.25,100,8.6333333333,100,,,,,23.0568760743,100,10.2098056507,100
01.06.2016 00:00,,0,,0,,0,,0,,,,,,,,,12.0375,100,9.8708333333,100,,,,,17.5207344764,100,8.2930222993,100
02.06.2016 00:00,,0,,0,,0,,0,,,,,,,,,11.7125,100,9.1166666667,100,,,,,18.9455144868,100,8.9223146403,100
03.06.2016 00:00,,0,,0,,0,,0,,,,,,,,,13.7708333333,100,8.0208333333,100,,,,,19.3298794118,100,6.2188860986,100
04.06.2016 00:00,,0,,0,,0,,0,,,,,,,,,2.4458333333,100,1.725,100,,,,,6.2367366951,100,2.0847320771,100
05.06.2016 00:00,,0,,0,,0,,0,,,,,,,,,5.4541666667,100,3.7291666667,100,,,,,7.4269383722,100,2.9441317938,100
06.06.2016 00:00,,0,,0,,0,,0,,,,,,,,,8.0166666667,100,3.4291666667,100,,,,,13.3835336007,100,4.4994116285,100
07.06.2016 00:00,,0,,0,,0,,0,,,,,,,,,12.8458333333,100,4.8791666667,100,,,,,18.4050426806,100,5.4920978938,100
08.06.2016 00:00,,0,,0,,0,,0,,,,,,,,,6.1708333333,100,3.7791666667,100,,,,,10.554275759,100,2.5021471625,100
09.06.2016 00:00,,0,,0,,0,,0,,,,,,,,,5.2583333333,100,3.4041666667,100,,,,,11.6484917056,100,3.2477998361,100
10.06.2016 00:00,,0,,0,,0,,0,,,,,,,,,4.8541666667,100,3.1916666667,100,,,,,12.6396547903,100,5.1681153125,100
11.06.2016 00:00,,0,,0,,0,,0,,,,,,,,,6.2125,100,3.8958333333,100,,,,,13.3810910139,100,7.4319412444,100
12.06.2016 00:00,,0,,0,,0,,0,,,,,,,,,5.8208333333,100,3.5666666667,100,,,,,13.15639305,100,7.4923058458,100
13.06.2016 00:00,,0,,0,,0,,0,,,,,,,,,4.5541666667,100,2.4041666667,100,,,,,13.340975158,96,5.8747726971,96
14.06.2016 00:00,,0,,0,9.8047396278,75,2.8030101509,75,,,,,,,,,6.0541666667,100,3.6375,100,,,,,14.1942824652,96,7.3820147217,96
15.06.2016 00:00,,0,,0,,33,,33,,,,,,,,,6.7833333333,100,3.5208333333,100,,,,,,38,,38
16.06.2016 00:00,,0,,0,,42,,42,,,,,,,,,11.2708333333,100,7.2541666667,100,,,,,,0,,0
17.06.2016 00:00,,0,,0,16.9957542951,100,5.6205498306,100,,,,,,,,,12.5208333333,100,9.1291666667,100,,,,,,38,,38
18.06.2016 00:00,,0,,0,,13,,13,,,,,,,,,1.8291666667,100,1.7666666667,100,,,,,5.5753918604,100,2.3278830708,100
19.06.2016 00:00,,0,,0,,38,,38,,,,,,,,,1.1083333333,100,1.0833333333,100,,,,,3.3074997891,96,1.8553616413,96
20.06.2016 00:00,,0,,0,,42,,42,,,,,,,,,7.5125,100,3.2208333333,100,,,,,13.7749065547,100,4.0916752334,100
21.06.2016 00:00,,0,,0,,71,,71,,,,,,,,,6.3416666667,100,4.1916666667,100,,,,,9.9957594051,96,4.8362130681,96
22.06.2016 00:00,,0,,0,17.8002729636,92,5.8389485061,92,,,,,,,,,11.7625,100,6.975,100,,,,,21.5474770465,100,7.5514794563,100
23.06.2016 00:00,,0,,0,15.5734020567,83,6.3919705767,83,,,,,,,,,10.8458333333,100,6.6375,100,,,,,20.0838309549,100,8.7234465306,100
24.06.2016 00:00,,0,,0,13.3360924319,100,5.7838292208,100,,,,,,,,,10.4083333333,100,7.4625,100,,,,,19.2061574083,100,9.1546843646,100
25.06.2016 00:00,,0,,0,9.9854299087,96,5.148424442,96,,,,,,,,,8.425,100,7.1666666667,100,,,,,12.6194113891,96,6.2957196087,96
26.06.2016 00:00,,0,,0,10.8787872493,96,6.2815136768,96,,,,,,,,,8.8791666667,100,6.9583333333,100,,,,,14.5551124472,100,7.6491713104,100
27.06.2016 00:00,,0,,0,8.5670163048,88,3.1736037667,88,,,,,,,,,3.6833333333,100,2.7,100,,,,,9.6886122896,100,3.2329083285,100
28.06.2016 00:00,,0,,0,7.344606371,96,3.0850299814,96,,,,,,,,,5.7916666667,100,4.7208333333,100,,,,,9.9239223361,100,4.5097624826,100
29.06.2016 00:00,,0,,0,10.5628726682,92,4.3017363038,92,,,,,,,,,7.6166666667,100,4.3,100,,,,,16.5185470514,100,5.7503656875,100
30.06.2016 00:00,,0,,0,8.6607138925,83,1.4510396975,83,,,,,,,,,7.0083333333,100,3.0041666667,100,,,,,14.8399008958,100,4.2928112917,100
01.07.2016 00:00,,0,,0,6.8382313937,88,3.1224380913,88,,,,,,,,,4.7833333333,100,2.4291666667,100,,,,,12.1283209667,100,3.4541942417,100
02.07.2016 00:00,,0,,0,,67,,67,,,,,,,,,3.4958333333,100,2.4291666667,100,,,,,8.4163421292,100,3.2702248333,100
03.07.2016 00:00,,0,,0,3.9278205789,79,1.9349366754,79,,,,,,,,,2.9782608696,96,2.147826087,96,,,,,5.9290882167,100,2.4282149458,100
04.07.2016 00:00,,0,,0,8.4418898699,88,2.4245544159,88,,,,,,,,,4.5458333333,100,2.8166666667,100,,,,,11.4134785674,100,4.2086187299,100
05.07.2016 00:00,,0,,0,10.1155577565,96,4.1069187754,96,,,,,,,,,5.7666666667,100,4.1958333333,100,,,,,11.7928239861,100,5.3850215021,100
06.07.2016 00:00,,0,,0,10.2539815,79,3.4794478526,79,,,,,,,,,3.3541666667,100,2.1625,100,,,,,9.0503643375,100,3.5487915979,100
