,Navn,Max_Temp,Min_Temp,Max_Wind,Rain,Is_Rain,UVA,UVB,Max_Pressure,Min_Pressure,Pollution_PM25,Pollution_PM10,Max_Power,Min_Power
2015-01-01,Trondheim - Voll,6.0,2.1,4.1,1.4,1,13070.0,15.302,1008.8,984.5,16.908342325,19.5359563771,3132,2744
2015-01-02,Trondheim - Voll,3.9,0.4,6.7,4.1,1,14381.0,9.3288,987.5,979.5,3.3779602833,4.6292405313,3095,2603
2015-01-03,Trondheim - Voll,2.4,-1.0,5.6,7.0,1,16815.0,10.956,1003.3,988.6,0.6107020818,3.4327996545,2993,2577
2015-01-04,Trondheim - Voll,0.5,-1.2,7.6,7.1,1,14718.0,12.494,1018.2,1004.5,0.82197239,4.021426145,3069,2754
2015-01-05,Trondheim - Voll,1.3,-2.8,5.5,7.9,1,26206.0,62.579,1020.4,1017.5,10.4273174065,16.0597554957,3066,2580
2015-01-06,Trondheim - Voll,5.0,0.0,6.3,0.4,1,16270.0,30.223,1017.2,1001.9,13.1625060043,18.6183405543,3008,2443
2015-01-07,Trondheim - Voll,5.9,-0.6,6.5,0.6,1,32218.0,61.15,1009.5,993.4,6.9681909521,11.7844756229,3097,2594
2015-01-08,Trondheim - Voll,5.1,-0.6,6.5,2.4,1,32666.0,29.837,994.6,987.7,3.8289814132,7.5177249868,3097,2594
2015-01-09,Trondheim - Voll,2.5,-6.1,4.7,0.0,0,34455.0,18.547,994.4,990.7,6.7395421159,8.9012753758,3196,2664
2015-01-10,Trondheim - Voll,0.1,-8.2,7.3,0.0,0,10957.0,5.4461,990.3,964.8,4.5689276379,6.7487126674,3135,2675
2015-01-11,Trondheim - Voll,-0.9,-10.4,9.3,0.1,1,35563.0,22.028,993.6,976.6,18.7007546764,28.965819516,3162,2781
2015-01-12,Trondheim - Voll,-1.3,-11.5,3.8,0.0,0,14615.0,6.4485,992.2,971.0,10.815549025,15.1682290778,3284,2853
2015-01-13,Trondheim - Voll,4.1,-4.8,9.4,0.7,1,39809.0,7.9851,978.7,971.6,5.0620684429,7.0801679905,3235,2706
2015-01-14,Trondheim - Voll,2.4,-3.3,7.1,0.0,0,39175.0,7.6737,986.3,978.1,3.9845795903,7.4760987167,3235,2706
2015-01-15,Trondheim - Voll,4.3,-0.9,10.8,0.0,0,15896.0,11.392,987.4,975.0,2.4635317403,6.4739619194,3253,2721
2015-01-16,Trondheim - Voll,4.2,1.5,7.4,0.0,0,37766.0,17.042,979.1,971.1,9.7262693292,13.7223542083,3299,2761
2015-01-17,Trondheim - Voll,3.5,0.9,5.2,0.0,0,28892.0,8.2185,998.4,980.0,2.7840805125,4.9170205097,3232,2804
2015-01-18,Trondheim - Voll,2.7,-1.1,7.2,2.7,1,41873.0,10.359,1013.8,999.0,4.6103389153,8.7227146417,3141,2748
2015-01-19,Trondheim - Voll,0.0,-3.5,4.6,0.0,0,52912.0,22.785,1020.1,1014.1,1.3314064725,2.7810617058,3289,2776
2015-01-20,Trondheim - Voll,-0.3,-4.2,6.0,0.0,0,48199.0,27.994,1023.3,1020.0,3.4638920281,6.3961185667,3259,2710
2015-01-21,Trondheim - Voll,0.8,-2.1,6.0,0.0,0,52953.0,42.711,1025.9,1023.3,2.2381036861,4.0861015396,3223,2679
2015-01-22,Trondheim - Voll,-0.9,-7.3,4.8,0.0,0,58992.0,72.674,1025.4,1021.5,12.0650956545,18.8718550576,3222,2679
2015-01-23,Trondheim - Voll,-5.7,-11.6,3.5,0.0,0,50404.0,89.115,1021.3,1001.2,26.6255547458,36.8954521285,3252,2696
2015-01-24,Trondheim - Voll,2.0,-6.3,6.8,0.3,1,53758.0,83.424,1009.0,996.7,12.8428781403,16.1635906403,3058,2653
2015-01-25,Trondheim - Voll,2.5,-4.0,4.6,0.3,1,59960.0,112.4,1015.0,1001.0,8.4273990062,11.7462586424,2976,2604
2015-01-26,Trondheim - Voll,6.2,0.2,7.3,2.4,1,63236.0,93.593,1006.0,1000.1,3.7887836201,5.9191581903,3204,2628
2015-01-27,Trondheim - Voll,4.9,0.0,6.8,1.4,1,48890.0,85.021,1007.0,991.9,2.330747742,4.646340016,3222,2679
2015-01-28,Trondheim - Voll,5.8,1.9,6.2,2.5,1,33671.0,31.734,990.8,965.4,11.142931594,16.0168039796,3217,2675
2015-01-29,Trondheim - Voll,4.5,0.5,4.4,0.9,1,55000.0,50.882,964.5,960.8,1.7864446524,3.5087302238,3189,2651
2015-01-30,Trondheim - Voll,2.8,-0.3,7.9,0.0,0,60904.0,43.78,979.4,963.4,0.7690303458,5.2097132833,3184,2640
2015-01-31,Trondheim - Voll,1.2,-2.1,6.7,0.0,0,91797.0,80.415,990.1,979.6,4.6418242667,8.8635605048,2968,2575
2015-02-01,Trondheim - Voll,-1.5,-4.9,3.5,0.4,1,47793.0,46.907,991.1,989.8,8.3364642667,9.8130554833,3029,2685
2015-02-02,Trondheim - Voll,-3.5,-5.1,3.0,2.7,1,73064.0,85.128,999.5,990.6,7.9838526285,9.3247351313,3279,2771
2015-02-03,Trondheim - Voll,-3.4,-5.3,3.1,1.3,1,61392.0,101.38,1012.1,999.8,6.1840982201,7.8770915764,3271,2732
2015-02-04,Trondheim - Voll,-3.1,-4.2,3.0,1.6,1,64366.0,164.5,1021.4,1012.6,8.5021749104,11.2093983333,3271,2732
2015-02-05,Trondheim - Voll,2.3,-6.2,5.0,1.7,1,61337.0,218.61,1021.5,1019.6,4.9468123445,6.8672234417,3271,2732
2015-02-06,Trondheim - Voll,5.9,2.3,7.7,4.6,1,46458.0,174.13,1023.4,1014.7,3.0352492465,5.1190591958,3284,2739
2015-02-07,Trondheim - Voll,5.7,-2.5,12.5,3.5,1,59278.0,112.19,1015.2,1004.3,4.2375402544,12.1373849816,3157,2723
2015-02-08,Trondheim - Voll,5.4,-3.6,8.8,7.6,1,52865.0,148.52,1018.2,1005.7,2.004846437,5.3655544717,3094,2742
2015-02-09,Trondheim - Voll,6.5,4.5,9.6,30.8,1,47182.0,172.8,1011.2,1007.7,1.4162246525,2.7087344175,3311,2798
2015-02-10,Trondheim - Voll,7.8,4.3,12.2,9.0,1,104100.0,358.9,1011.7,1010.4,2.2525104697,4.5830367265,3303,2759
2015-02-11,Trondheim - Voll,8.5,3.1,11.6,1.2,1,114960.0,316.76,1011.1,1005.2,2.0478978399,11.8941283899,3303,2759
2015-02-12,Trondheim - Voll,5.5,-1.7,8.0,0.6,1,135810.0,378.88,1015.9,1004.4,3.99664795,8.0354127311,3220,2690
2015-02-13,Trondheim - Voll,-0.1,-5.4,2.5,1.0,1,115280.0,396.59,1015.6,1010.2,5.2154660875,14.933536557,3198,2669
2015-02-14,Trondheim - Voll,-0.1,-3.3,2.4,2.3,1,120300.0,361.44,1024.3,1012.2,12.3913793076,14.9152036195,3044,2626
2015-02-15,Trondheim - Voll,3.2,-3.2,10.6,0.0,0,186570.0,765.58,1025.9,1022.3,4.4675775462,8.1885332773,2982,2643
2015-02-16,Trondheim - Voll,3.7,-0.7,11.8,0.0,0,188320.0,782.87,1021.4,1013.0,2.0748024389,13.9087073875,3213,2625
2015-02-17,Trondheim - Voll,6.1,0.1,8.2,0.0,0,168720.0,364.71,1012.8,1004.8,1.6463395591,11.6445008538,3218,2681
2015-02-18,Trondheim - Voll,5.7,-0.7,8.6,2.5,1,108470.0,522.9,1015.0,1003.2,6.7994717875,12.0868734333,3271,2726
2015-02-19,Trondheim - Voll,9.9,3.7,6.1,3.6,1,192850.0,798.52,1002.7,994.0,4.3479324778,7.076512619,3271,2726
2015-02-20,Trondheim - Voll,6.1,-0.2,5.4,4.0,1,202140.0,669.39,993.1,986.6,5.0211071,8.9258509102,3278,2747
2015-02-21,Trondheim - Voll,6.5,-0.2,8.2,0.0,0,191650.0,377.23,988.7,984.4,1.9444993348,6.4178324406,3093,2716
2015-02-22,Trondheim - Voll,1.6,-1.1,3.5,1.5,1,201330.0,517.85,990.8,988.4,4.9396125571,6.5436782143,2816,2498
2015-02-23,Trondheim - Voll,4.6,-2.3,10.3,0.0,0,139010.0,562.45,987.4,974.7,2.2336786587,16.8241115825,3058,2501
2015-02-24,Trondheim - Voll,5.8,2.4,7.4,0.0,0,257020.0,492.87,990.0,979.7,1.4917713374,22.1763364944,3035,2530
2015-02-25,Trondheim - Voll,7.1,2.0,7.0,0.0,0,210720.0,481.28,1009.1,990.2,4.6502636022,20.2278008587,3003,2504
2015-02-26,Trondheim - Voll,5.2,-1.7,10.8,2.0,1,40967.0,161.01,1008.8,997.8,1.805068375,4.0551076325,3008,2508
2015-02-27,Trondheim - Voll,7.6,4.5,8.6,2.5,1,280360.0,1269.0,1001.8,999.5,2.2410494383,12.5687422058,3006,2520
2015-02-28,Trondheim - Voll,6.1,2.8,8.2,0.0,0,123310.0,579.82,1002.2,987.9,1.4307259795,9.5293067144,2843,2496
2015-03-01,Trondheim - Voll,6.1,4.1,12.0,0.0,0,115930.0,614.76,986.9,973.3,1.525,11.3166666667,2857,2498
2015-03-02,Trondheim - Voll,8.9,2.0,9.3,0.1,1,255760.0,1098.6,993.4,976.2,4.8103160116,26.2374443029,3100,2577
2015-03-03,Trondheim - Voll,3.5,-4.3,3.9,0.1,1,296120.0,818.78,1001.9,994.2,6.5090286522,28.1156189855,3010,2498
2015-03-04,Trondheim - Voll,4.6,-1.2,6.1,0.0,0,265060.0,597.35,1017.9,1002.3,2.1832071764,15.5855550236,2924,2493
2015-03-05,Trondheim - Voll,5.8,-1.1,5.5,0.0,0,187160.0,984.01,1021.0,1008.5,1.5938677,9.9109182636,3036,2521
2015-03-06,Trondheim - Voll,7.1,1.9,6.8,2.4,1,310180.0,1165.9,1017.8,1001.7,1.5202132232,5.4623922087,3064,2566
2015-03-07,Trondheim - Voll,11.1,3.9,11.9,0.6,1,159490.0,630.12,1000.1,988.3,2.9181499971,8.9081815087,2890,2574
2015-03-08,Trondheim - Voll,6.8,1.0,9.6,11.4,1,281950.0,1641.6,1006.5,992.6,1.4649757742,3.1130863454,2893,2529
2015-03-09,Trondheim - Voll,4.5,0.2,9.7,6.0,1,369180.0,2089.9,1015.0,1003.3,2.8576298579,9.3076652368,3127,2601
2015-03-10,Trondheim - Voll,5.9,2.8,8.9,1.6,1,203290.0,1032.9,1017.5,990.0,0.5415060638,6.4893612464,3092,2568
2015-03-11,Trondheim - Voll,6.7,0.4,5.8,3.6,1,429610.0,2485.1,1029.2,1019.0,2.5229949406,23.1930648246,3083,2561
2015-03-12,Trondheim - Voll,7.5,2.9,8.8,0.0,0,415980.0,2386.9,1033.9,1019.4,2.8628904143,23.2747237532,3089,2567
2015-03-13,Trondheim - Voll,12.0,4.6,7.7,0.7,1,446310.0,2726.6,1040.5,1027.6,3.9108796855,29.1912844312,3083,2583
2015-03-14,Trondheim - Voll,9.9,-1.0,4.0,0.1,1,454210.0,2861.6,1044.6,1041.3,4.7440453035,25.4027612458,2866,2552
2015-03-15,Trondheim - Voll,7.9,-1.5,2.8,0.0,0,469630.0,2983.6,1044.8,1041.2,6.4851031826,34.4545370229,2828,2471
2015-03-16,Trondheim - Voll,10.5,2.2,5.3,0.0,0,403460.0,2614.9,1042.1,1039.3,9.4422970903,38.4961446514,3069,2468
2015-03-17,Trondheim - Voll,11.0,5.5,5.7,0.0,0,418240.0,2521.1,1039.5,1034.7,11.5360467306,29.4407763111,3096,2554
2015-03-18,Trondheim - Voll,10.1,0.6,3.9,0.0,0,410660.0,2735.5,1034.8,1028.0,17.5327826715,50.5665020556,3169,2616
2015-03-19,Trondheim - Voll,7.4,1.9,7.6,0.1,1,226360.0,1514.7,1027.8,1024.6,5.6856670616,10.9566537674,3075,2553
2015-03-20,Trondheim - Voll,2.4,-1.2,5.0,3.2,1,327370.0,1790.2,1024.7,1019.3,2.0978940985,7.9005662742,3041,2525
2015-03-21,Trondheim - Voll,2.8,-5.9,4.9,0.2,1,467870.0,3129.2,1029.1,1021.2,2.747870209,17.2839263007,2705,2462
2015-03-22,Trondheim - Voll,6.3,-1.8,7.0,1.2,1,348120.0,3244.5,1020.1,1000.0,1.387666766,3.9050391542,2670,2418
2015-03-23,Trondheim - Voll,11.1,2.8,12.4,13.1,1,455890.0,3565.3,998.5,987.0,2.7276213549,9.8566181273,3041,2447
2015-03-24,Trondheim - Voll,6.1,1.1,9.7,1.8,1,495590.0,3458.7,1017.6,998.3,4.0927897391,16.8818100116,3117,2572
2015-03-25,Trondheim - Voll,5.3,-4.0,5.8,0.3,1,621610.0,5135.3,1018.8,1016.4,3.5810768528,28.7602902347,3155,2604
2015-03-26,Trondheim - Voll,2.4,-2.3,5.1,0.0,0,245560.0,1970.4,1016.9,1006.8,2.0078560101,16.6566741884,3135,2587
2015-03-27,Trondheim - Voll,4.2,0.7,6.2,0.3,1,343640.0,3198.8,1009.4,1007.2,3.1236175722,9.7853172875,3121,2592
2015-03-28,Trondheim - Voll,9.3,-1.3,6.8,0.2,1,603070.0,4820.7,1009.4,987.0,2.1644892016,16.4142735587,2791,2540
2015-03-29,Trondheim - Voll,7.9,3.2,10.3,0.0,0,326850.0,2801.0,986.0,981.7,2.6890687712,7.4525518515,2760,2524
2015-03-30,Trondheim - Voll,6.5,1.0,2.9,0.3,1,547750.0,3230.9,987.2,982.7,3.5667499653,20.4572758292,2982,2259
2015-03-31,Trondheim - Voll,6.3,-3.9,3.3,0.0,0,666400.0,3966.6,985.9,981.9,3.0403876243,18.0504143188,2946,2633
2015-04-01,Trondheim - Voll,5.0,-2.3,5.2,0.0,0,586210.0,4157.9,999.6,986.4,1.7380311762,10.1045983167,2855,2557
2015-04-02,Trondheim - Voll,5.2,0.2,5.4,2.4,1,497880.0,3722.7,1011.8,1000.2,0.7502084283,2.6689288683,2438,2139
2015-04-03,Trondheim - Voll,4.7,0.2,4.6,8.0,1,632880.0,5018.2,1021.5,1012.5,1.0839181727,2.6930183023,2452,2145
2015-04-04,Trondheim - Voll,5.0,-0.7,4.2,4.1,1,729310.0,6185.1,1023.0,1021.8,1.7209196348,7.2062364239,2506,2286
2015-04-05,Trondheim - Voll,2.4,-3.7,2.9,1.1,1,375300.0,3877.4,1022.6,1020.4,1.4605392652,4.4049689696,2550,2381
2015-04-06,Trondheim - Voll,9.3,2.4,4.8,4.8,1,320160.0,3126.5,1024.1,1016.4,2.5075478978,9.9201584739,2519,2286
2015-04-07,Trondheim - Voll,9.2,5.0,10.7,2.1,1,343280.0,3812.2,1018.5,1016.4,3.3012192304,8.3248481935,2831,2430
2015-04-08,Trondheim - Voll,8.0,2.4,11.7,1.7,1,672620.0,7477.3,1027.0,1019.2,5.6774487521,36.2238925063,2953,2507
2015-04-09,Trondheim - Voll,8.5,1.2,9.8,0.2,1,320620.0,2915.9,1018.5,1009.8,2.3702032896,10.4201535708,2953,2507
2015-04-10,Trondheim - Voll,10.4,1.1,12.0,4.4,1,276310.0,2248.5,1013.1,1004.8,5.99627955,13.0074312333,2951,2503
2015-04-11,Trondheim - Voll,13.1,0.4,6.1,2.4,1,604420.0,6355.1,1011.1,998.4,8.4083945708,15.8357593958,2714,2396
2015-04-12,Trondheim - Voll,9.8,1.5,5.7,5.4,1,565930.0,4721.8,1004.0,1001.9,1.86139495,9.5732108071,2574,2402
2015-04-13,Trondheim - Voll,5.2,0.0,6.5,1.6,1,584240.0,4798.1,1019.8,1004.4,2.6715254042,8.3528859833,2857,2324
2015-04-14,Trondheim - Voll,5.7,-2.4,6.0,2.7,1,444310.0,3234.1,1017.5,999.9,3.5958639758,11.3478912386,2879,2429
2015-04-15,Trondheim - Voll,6.5,2.6,6.2,7.4,1,533470.0,3830.2,1001.1,997.1,1.3055375587,3.5521601794,2879,2429
2015-04-16,Trondheim - Voll,6.2,0.6,5.9,4.5,1,494100.0,3207.2,1015.2,1000.0,1.2148214464,2.7563762884,2884,2433
2015-04-17,Trondheim - Voll,7.8,4.4,4.5,5.0,1,625320.0,5940.8,1028.5,1015.9,1.9237365514,15.3756164514,2885,2424
2015-04-18,Trondheim - Voll,6.2,3.4,5.3,0.6,1,364320.0,2971.1,1030.3,1025.8,1.8105667594,6.6481601609,2629,2332
2015-04-19,Trondheim - Voll,11.3,4.7,5.8,2.0,1,862200.0,10372.0,1031.6,1030.1,2.592284241,21.5770990852,2499,2283
2015-04-20,Trondheim - Voll,8.5,2.2,4.3,0.0,0,645670.0,7973.0,1031.3,1030.2,3.3192393783,27.9406740616,2812,2276
2015-04-21,Trondheim - Voll,10.1,2.4,5.7,0.0,0,853940.0,10132.0,1030.4,1025.3,3.1758855417,22.5667014958,2820,2343
2015-04-22,Trondheim - Voll,8.1,3.3,10.9,0.8,1,340550.0,3822.4,1025.7,1004.7,2.4898663384,6.5499984964,2820,2343
2015-04-23,Trondheim - Voll,7.9,0.7,12.4,15.2,1,859940.0,7292.0,1005.8,1002.6,3.1870508444,15.7581632361,2820,2343
2015-04-24,Trondheim - Voll,7.2,-0.2,8.7,0.5,1,744580.0,6388.8,1004.0,1001.3,2.4388848609,13.5722392638,2822,2334
2015-04-25,Trondheim - Voll,10.0,-1.8,4.9,0.5,1,785770.0,8089.0,1002.9,987.1,2.7840073417,15.0141551985,2604,2311
2015-04-26,Trondheim - Voll,10.2,1.9,5.6,5.1,1,1032600.0,8549.3,1001.9,989.2,1.7397558097,13.5975643896,2477,2263
2015-04-27,Trondheim - Voll,10.7,-1.5,3.4,0.0,0,1128300.0,8904.3,1005.6,1002.3,3.8359185558,32.7365108116,2789,2258
2015-04-28,Trondheim - Voll,9.9,1.9,3.9,0.0,0,940450.0,8074.9,1011.4,1005.9,4.7787286667,31.1417341125,2844,2364
2015-04-29,Trondheim - Voll,9.1,0.1,4.7,0.0,0,707590.0,6278.0,1010.9,1007.6,5.6880316167,31.3893199375,2851,2370
2015-04-30,Trondheim - Voll,9.3,0.9,5.3,0.0,0,791020.0,7029.9,1009.3,1006.3,2.5199107826,14.5142045739,2853,2372
2015-05-01,Trondheim - Voll,6.8,1.9,4.5,0.2,1,830580.0,7555.0,1013.2,1008.5,2.0057543565,10.4723012043,2567,2328
2015-05-02,Trondheim - Voll,7.3,0.4,5.7,0.0,0,855330.0,8272.5,1013.9,1012.9,1.9637348217,11.7172150826,2537,2321
2015-05-03,Trondheim - Voll,8.2,1.6,5.1,0.1,1,997300.0,10676.0,1014.1,1011.7,3.0765318375,11.7943513167,2570,2339
2015-05-04,Trondheim - Voll,10.8,0.2,6.9,0.2,1,712010.0,8445.3,1011.3,1003.1,2.6930905833,15.7966272292,2768,2321
2015-05-05,Trondheim - Voll,15.0,4.9,6.6,0.0,0,1100300.0,14267.0,1006.1,996.9,2.8697157261,21.9919668043,2779,2377
2015-05-06,Trondheim - Voll,14.1,8.7,4.7,1.5,1,486680.0,6033.3,1000.2,993.5,1.8982106591,8.9703039682,2791,2387
2015-05-07,Trondheim - Voll,16.4,5.3,7.6,0.0,0,1089600.0,11926.0,1002.7,996.9,3.3007733722,14.9568951333,2758,2358
2015-05-08,Trondheim - Voll,12.4,4.4,4.7,1.0,1,559930.0,5815.4,1013.4,1003.3,2.2093267825,10.3053777802,2782,2351
2015-05-09,Trondheim - Voll,10.8,3.3,4.9,3.7,1,1064100.0,11084.0,1014.5,1011.7,2.904847092,10.9954509913,2529,2291
2015-05-10,Trondheim - Voll,10.3,3.1,5.2,0.0,0,953150.0,10638.0,1018.9,1012.6,2.8169233145,12.2651730152,2465,2222
2015-05-11,Trondheim - Voll,14.0,4.1,6.1,0.2,1,616520.0,7618.4,1016.8,1002.3,2.4811428667,13.0838107333,2662,2232
2015-05-12,Trondheim - Voll,12.6,6.8,5.4,0.2,1,868190.0,9956.3,1002.6,1000.5,3.5060941639,9.2895439299,2654,2271
2015-05-13,Trondheim - Voll,9.4,5.0,5.2,2.4,1,618330.0,7024.9,1012.4,1002.0,6.0139926,22.1269573225,2665,2280
2015-05-14,Trondheim - Voll,7.2,2.0,6.8,1.0,1,907060.0,10956.0,1016.7,1012.5,2.8543573746,8.6733151952,2476,2180
2015-05-15,Trondheim - Voll,10.0,3.1,4.7,0.5,1,1171500.0,15134.0,1017.3,1011.9,3.0407459416,13.6898775219,2541,2206
2015-05-16,Trondheim - Voll,14.8,1.8,5.1,0.0,0,895060.0,11943.0,1011.2,1003.3,4.7728740583,13.2842040264,2481,2093
2015-05-17,Trondheim - Voll,9.6,5.1,4.8,0.5,1,949110.0,12166.0,1009.7,1008.6,6.8213426153,17.0530011542,2405,2066
2015-05-18,Trondheim - Voll,12.7,2.8,5.6,0.1,1,1283800.0,14898.0,1009.7,1005.1,4.8491165985,14.0129385927,2532,2161
2015-05-19,Trondheim - Voll,13.9,3.9,5.5,0.0,0,972200.0,11369.0,1004.8,1000.0,3.2437484355,10.2911694514,2525,2168
2015-05-20,Trondheim - Voll,10.8,6.4,6.6,0.0,0,715880.0,8406.0,1012.5,1000.5,2.1071804008,6.0018770068,2528,2171
2015-05-21,Trondheim - Voll,13.6,4.4,4.3,3.0,1,1113300.0,13258.0,1014.5,1008.7,5.1800426035,14.4672187354,2508,2153
2015-05-22,Trondheim - Voll,12.0,4.1,4.8,0.1,1,416160.0,4656.9,1007.8,1002.8,2.0064271431,4.1266437986,2477,2094
2015-05-23,Trondheim - Voll,7.1,2.7,7.9,11.9,1,760320.0,8764.9,1015.5,1004.1,0.7106779738,2.4733994762,2389,2015
2015-05-24,Trondheim - Voll,11.2,2.5,6.7,4.1,1,897580.0,14127.0,1014.6,1005.4,3.0601801435,6.3478756978,2310,1985
2015-05-25,Trondheim - Voll,9.0,5.8,4.1,3.4,1,567980.0,7606.6,1011.1,1007.1,1.8143253188,3.2012298438,2286,1964
2015-05-26,Trondheim - Voll,11.5,6.5,4.2,3.0,1,996000.0,13773.0,1011.2,1010.5,2.9824346938,13.0513720458,2410,1972
2015-05-27,Trondheim - Voll,11.1,5.5,5.7,0.6,1,992610.0,13748.0,1011.3,1009.8,3.370473525,12.7427643646,2393,2055
2015-05-28,Trondheim - Voll,14.8,4.8,6.4,0.6,1,1071400.0,14370.0,1009.5,996.6,3.2306033792,11.7813420896,2390,2052
2015-05-29,Trondheim - Voll,13.3,6.1,4.6,0.9,1,411260.0,4194.3,1002.3,995.1,1.4758827271,4.5351981667,2378,2011
2015-05-30,Trondheim - Voll,13.7,2.5,3.8,10.9,1,880720.0,10301.0,1004.1,1002.6,4.9283422152,11.6101736783,2316,1953
2015-05-31,Trondheim - Voll,12.1,5.8,4.5,7.2,1,561060.0,6725.8,1002.0,997.3,2.2814436583,3.7362820625,2253,1936
2015-06-01,Trondheim - Voll,10.5,6.3,8.1,2.9,1,496930.0,5085.6,1000.7,987.2,2.5960450917,5.5937938,2483,2069
2015-06-02,Trondheim - Voll,12.4,4.4,9.4,6.4,1,865040.0,10236.0,1002.0,986.1,1.9333344058,10.8214045572,2467,1984
2015-06-03,Trondheim - Voll,10.3,6.8,6.9,0.0,0,619460.0,6830.2,1009.0,986.4,2.0820648208,11.3698344132,2467,1984
2015-06-04,Trondheim - Voll,9.1,5.8,7.7,6.3,1,672370.0,8408.9,1021.6,1009.2,2.6709754681,4.7193627522,2467,1984
2015-06-05,Trondheim - Voll,11.4,5.8,6.2,5.9,1,922770.0,13019.0,1023.7,1015.5,2.1308203079,7.0632312603,2480,1994
2015-06-06,Trondheim - Voll,13.1,7.3,4.9,1.2,1,465590.0,6940.0,1014.0,1004.3,5.6103432542,9.4922186194,2181,1955
2015-06-07,Trondheim - Voll,10.2,6.5,3.7,10.3,1,573270.0,6826.6,1022.3,1007.7,3.2846827167,9.7546143722,2212,1987
2015-06-08,Trondheim - Voll,11.2,4.9,5.8,2.3,1,1330200.0,18374.0,1031.2,1022.9,1.0723988208,8.183163659,2482,2069
2015-06-09,Trondheim - Voll,12.2,5.1,5.6,0.1,1,682410.0,10662.0,1030.8,1022.5,1.6607857775,7.2747212692,2466,1984
2015-06-10,Trondheim - Voll,12.0,8.0,7.6,2.7,1,793020.0,11319.0,1021.8,1017.4,2.5785325695,8.9845299306,2466,1984
2015-06-11,Trondheim - Voll,10.0,6.3,5.9,5.6,1,453230.0,7297.8,1017.6,1013.2,2.2794922594,5.0662293913,2466,1984
2015-06-12,Trondheim - Voll,13.2,7.8,6.2,8.3,1,770700.0,11633.0,1012.6,1008.4,1.1814284939,6.2228921197,2438,1959
2015-06-13,Trondheim - Voll,11.6,5.8,4.9,0.8,1,861210.0,11746.0,1009.6,1007.3,1.9375,2.5708333333,2133,1912
2015-06-14,Trondheim - Voll,10.6,5.9,5.1,0.2,1,1100800.0,13723.0,1007.0,1005.3,0.362065586,5.2895994579,2146,1929
2015-06-15,Trondheim - Voll,8.5,4.1,7.5,3.9,1,657350.0,9019.5,1016.9,1007.0,1.48193492,3.4989928417,2415,1981
2015-06-16,Trondheim - Voll,10.6,5.0,6.2,5.3,1,1132000.0,15114.0,1021.3,1017.1,1.7531180603,9.947978127,2446,2028
2015-06-17,Trondheim - Voll,13.8,4.2,5.8,0.4,1,960860.0,14328.0,1018.2,1003.9,3.3274068042,14.5905597319,2399,1995
2015-06-18,Trondheim - Voll,14.2,9.3,2.8,0.1,1,820790.0,12686.0,1009.3,1004.1,4.5273420389,11.2368970069,2394,2048
2015-06-19,Trondheim - Voll,16.3,8.8,4.2,1.8,1,1316800.0,19366.0,1016.9,1009.6,2.5561979542,9.2547660403,2398,1996
2015-06-20,Trondheim - Voll,15.1,5.3,3.8,0.0,0,1327000.0,19754.0,1017.8,1015.0,1.3071591894,7.9489888091,2214,1894
2015-06-21,Trondheim - Voll,19.5,7.4,3.6,0.0,0,1523000.0,21757.0,1015.2,1010.9,3.5665010083,10.6432613382,2059,1866
2015-06-22,Trondheim - Voll,18.9,9.6,4.5,0.0,0,1518500.0,22473.0,1011.4,1008.3,5.3056263049,15.6708992201,2331,1897
2015-06-23,Trondheim - Voll,14.2,8.4,4.3,0.0,0,671780.0,10767.0,1010.6,1009.7,3.5478141222,13.3874633701,2295,1915
2015-06-24,Trondheim - Voll,13.5,8.1,3.8,0.0,0,843290.0,12022.0,1011.5,1009.6,3.9248826472,14.1178076174,2283,1906
2015-06-25,Trondheim - Voll,12.7,7.8,4.9,0.0,0,515870.0,7709.7,1015.4,1011.5,2.9356688111,7.7206225764,2277,1900
2015-06-26,Trondheim - Voll,10.2,8.1,4.4,14.1,1,366540.0,6165.4,1017.9,1015.6,2.4301143097,7.6943045368,2261,1890
2015-06-27,Trondheim - Voll,15.8,7.4,3.4,0.0,0,1361400.0,22996.0,1015.8,1012.7,1.906604713,6.9652976558,2115,1810
2015-06-28,Trondheim - Voll,19.2,6.9,3.3,0.0,0,1575500.0,25345.0,1014.5,1011.7,3.5238555208,8.623841309,1974,1790
2015-06-29,Trondheim - Voll,17.5,9.6,2.7,4.3,1,735650.0,12247.0,1017.5,1011.2,5.0083563729,7.8691090493,2220,1810
2015-06-30,Trondheim - Voll,15.4,10.6,4.1,5.1,1,918650.0,15742.0,1022.6,1017.6,3.2093766583,10.1316940271,2208,1833
2015-07-01,Trondheim - Voll,15.0,10.7,3.4,0.1,1,408860.0,6449.4,1024.0,1020.9,5.8552597618,11.8406409688,2287,1898
2015-07-02,Trondheim - Voll,26.4,13.1,2.8,6.8,1,1219900.0,23674.0,1023.7,1018.4,10.7967543785,20.6209259819,2191,1811
2015-07-03,Trondheim - Voll,23.1,16.8,3.7,0.0,0,739520.0,13701.0,1025.8,1019.5,11.776239393,22.3920006341,2242,1886
2015-07-04,Trondheim - Voll,16.8,11.4,5.6,0.3,1,1283700.0,21889.0,1026.8,1021.8,1.2971903417,4.7602680583,2033,1797
2015-07-05,Trondheim - Voll,22.7,10.7,3.9,0.0,0,1413400.0,24281.0,1021.7,1011.7,3.1548977958,7.2048407375,1963,1710
