,Navn,Max_Temp,Min_Temp,Max_Wind,Rain,Is_Rain,UVA,UVB,Max_Pressure,Min_Pressure,Pollution_PM25,Pollution_PM10,Max_Power,Min_Power
2016-04-25,Trondheim - Voll,7.0,-4.0,6.4,0.2,1,1054500.0,9927.3,1008.9,1007.3,3.2157605072,21.3764126855,3126,2501
2016-04-26,Trondheim - Voll,6.1,-0.8,5.1,0.0,0,814240.0,7972.6,1011.6,1009.0,3.3269257288,35.5220214152,3145,2594
2016-04-27,Trondheim - Voll,6.2,-2.8,4.6,0.0,0,649180.0,6296.0,1010.6,1006.5,3.5498934546,20.9212950439,3145,2594
2016-04-28,Trondheim - Voll,9.0,-0.5,5.7,3.0,1,955240.0,8954.2,1016.5,1010.5,3.7370867689,14.0097742864,3145,2594
2016-04-29,Trondheim - Voll,8.8,4.4,11.1,7.0,1,804340.0,7851.8,1018.0,1003.7,1.9262628087,12.6911075478,3150,2593
2016-04-30,Trondheim - Voll,11.5,6.0,8.8,0.0,0,799480.0,8658.2,1021.7,1018.0,4.8085005792,12.0383192292,2801,2505
2016-05-01,Trondheim - Voll,12.7,5.6,5.8,0.0,0,1105900.0,11484.0,1021.3,1018.4,1.7154487977,8.2472301636,2793,2508
2016-05-02,Trondheim - Voll,14.3,1.7,7.1,0.0,0,999400.0,14017.0,1018.5,1010.1,1.7906506606,22.7525214038,2993,2511
2016-05-03,Trondheim - Voll,14.4,6.5,7.2,1.1,1,850070.0,11638.0,1018.2,1009.6,3.2799887644,22.0431112083,2968,2479
2016-05-04,Trondheim - Voll,13.5,2.0,4.2,1.3,1,1181000.0,14894.0,1023.7,1018.8,5.0845514355,26.7809591797,2968,2479
2016-05-05,Trondheim - Voll,16.0,4.8,4.1,0.0,0,961030.0,12819.0,1022.0,1018.1,2.6077889246,12.1581098116,2747,2467
2016-05-06,Trondheim - Voll,16.0,6.5,5.4,0.0,0,861840.0,11871.0,1020.9,1018.7,8.9362633406,29.7557508855,2805,2502
2016-05-07,Trondheim - Voll,17.1,7.0,4.1,0.0,0,853290.0,12699.0,1021.0,1018.9,9.2831757986,24.275948425,2821,2517
2016-05-08,Trondheim - Voll,17.7,7.2,2.9,0.0,0,893300.0,13118.0,1026.7,1021.0,9.0504130403,21.0064736403,2747,2467
2016-05-09,Trondheim - Voll,20.8,6.9,2.8,0.0,0,1087900.0,14614.0,1027.5,1022.8,14.0603381028,47.9988820403,2950,2476
2016-05-10,Trondheim - Voll,16.7,5.4,4.4,0.1,1,554020.0,6796.1,1026.8,1022.1,8.8371131681,25.4049074833,2925,2444
2016-05-11,Trondheim - Voll,16.4,1.2,4.3,0.9,1,1223900.0,17925.0,1025.9,1014.4,6.8347967472,26.4226938972,2925,2444
2016-05-12,Trondheim - Voll,16.4,4.6,5.7,0.0,0,491060.0,5843.4,1013.7,1012.1,3.7502099445,12.283299407,2925,2444
2016-05-13,Trondheim - Voll,7.1,2.0,6.7,1.0,1,867730.0,11340.0,1011.9,1009.0,2.1941052091,12.346613125,2935,2448
2016-05-14,Trondheim - Voll,8.7,2.8,4.9,0.3,1,878640.0,11047.0,1013.1,1008.8,3.0657503262,7.373188123,2781,2481
2016-05-15,Trondheim - Voll,9.2,3.2,4.3,3.5,1,894870.0,11179.0,1017.1,1013.3,1.1163691532,6.7202767913,2709,2432
2016-05-16,Trondheim - Voll,10.4,2.3,4.6,1.6,1,1093500.0,15376.0,1016.7,1007.4,3.3683667375,10.557574784,2507,2248
2016-05-17,Trondheim - Voll,7.4,3.4,6.6,0.8,1,917140.0,13386.0,1009.4,1006.4,1.5177462533,10.4404099217,2497,2231
2016-05-18,Trondheim - Voll,7.2,2.9,3.3,0.0,0,645220.0,9365.8,1008.8,1007.0,2.2875,4.0208333333,2691,2267
2016-05-19,Trondheim - Voll,8.0,2.4,4.0,0.8,1,882120.0,12382.0,1013.0,1008.0,2.6791666667,5.1541666667,2691,2249
2016-05-20,Trondheim - Voll,14.6,2.1,7.0,0.0,0,822710.0,10926.0,1010.9,1002.0,2.2203386668,13.2234059328,2693,2222
2016-05-21,Trondheim - Voll,16.4,8.1,5.1,7.0,1,1021300.0,13523.0,1010.5,1005.8,4.5580541144,8.8548141842,2586,2233
2016-05-22,Trondheim - Voll,18.8,10.9,6.7,0.8,1,755070.0,10331.0,1009.7,1004.9,1.4679613433,6.7907623133,2470,2174
2016-05-23,Trondheim - Voll,14.6,6.9,3.5,2.4,1,341380.0,4832.4,1021.9,1010.3,2.6625,3.2833333333,2699,2250
2016-05-24,Trondheim - Voll,10.0,6.2,3.9,1.4,1,653710.0,9148.9,1027.4,1022.0,2.4333333333,4.2,2656,2221
2016-05-25,Trondheim - Voll,11.3,6.5,4.2,0.1,1,967620.0,14193.0,1028.6,1026.4,2.6666666667,3.9541666667,2656,2221
2016-05-26,Trondheim - Voll,15.6,5.4,4.3,0.6,1,1340000.0,20718.0,1026.3,1021.1,5.2416666667,10.9375,2656,2221
2016-05-27,Trondheim - Voll,20.0,6.0,5.1,0.1,1,1415000.0,21663.0,1023.3,1022.0,5.2666666667,13.65,2658,2193
2016-05-28,Trondheim - Voll,19.6,9.7,5.5,0.0,0,1302800.0,19144.0,1024.1,1021.2,3.325,7.5875,2553,2205
2016-05-29,Trondheim - Voll,17.1,10.0,5.5,0.1,1,712670.0,10507.0,1024.1,1022.8,3.4791666667,4.7875,2439,2146
2016-05-30,Trondheim - Voll,21.8,9.4,3.6,0.5,1,1303100.0,21261.0,1023.3,1021.4,5.5875,9.4041666667,2664,2222
2016-05-31,Trondheim - Voll,22.2,14.3,4.5,0.0,0,1201800.0,20691.0,1027.5,1022.8,8.6333333333,15.25,2641,2186
2016-06-01,Trondheim - Voll,17.9,10.6,3.5,0.0,0,869230.0,15043.0,1028.0,1023.4,9.8708333333,12.0375,2637,2183
2016-06-02,Trondheim - Voll,18.0,10.4,3.0,0.0,0,1117600.0,18931.0,1026.5,1024.5,9.1166666667,11.7125,2637,2183
2016-06-03,Trondheim - Voll,16.4,7.2,4.5,0.1,1,1389000.0,24244.0,1027.1,1024.9,8.0208333333,13.7708333333,2649,2177
2016-06-04,Trondheim - Voll,12.1,6.0,4.0,0.0,0,1059100.0,18057.0,1026.0,1023.7,1.725,2.4458333333,2352,2096
2016-06-05,Trondheim - Voll,14.9,6.7,4.0,0.0,0,1447500.0,24908.0,1026.2,1024.2,3.7291666667,5.4541666667,2361,2090
2016-06-06,Trondheim - Voll,19.7,6.4,3.0,0.0,0,1439100.0,23436.0,1025.3,1022.2,3.4291666667,8.0166666667,2627,2185
2016-06-07,Trondheim - Voll,19.1,8.1,5.5,0.0,0,1235600.0,21095.0,1022.5,1017.8,4.8791666667,12.8458333333,2617,2151
2016-06-08,Trondheim - Voll,9.9,4.6,5.6,0.6,1,1098200.0,16413.0,1025.6,1023.3,3.7791666667,6.1708333333,2617,2151
2016-06-09,Trondheim - Voll,9.2,4.4,5.0,0.9,1,1034200.0,15009.0,1023.7,1016.1,3.4041666667,5.2583333333,2617,2151
2016-06-10,Trondheim - Voll,11.7,3.8,3.5,0.3,1,1158900.0,18133.0,1016.7,1015.7,3.1916666667,4.8541666667,2635,2160
2016-06-11,Trondheim - Voll,17.2,3.5,4.0,0.0,0,1564600.0,22703.0,1017.0,1015.1,3.8958333333,6.2125,2344,2089
2016-06-12,Trondheim - Voll,15.6,6.1,4.6,0.0,0,1548100.0,23470.0,1016.9,1013.0,3.5666666667,5.8208333333,2353,2083
2016-06-13,Trondheim - Voll,15.1,4.2,4.3,0.0,0,1421700.0,22120.0,1013.3,1008.7,2.4041666667,4.5541666667,2629,2146
2016-06-14,Trondheim - Voll,15.3,5.4,3.6,0.0,0,1531200.0,22686.0,1009.6,1006.6,2.8030101509,9.8047396278,2624,2164
2016-06-15,Trondheim - Voll,20.5,9.1,4.2,0.4,1,1454900.0,22744.0,1007.0,1003.3,3.5208333333,6.7833333333,2624,2164
2016-06-16,Trondheim - Voll,20.7,11.3,3.6,0.1,1,1262800.0,19424.0,1006.2,1004.9,7.2541666667,11.2708333333,2635,2172
2016-06-17,Trondheim - Voll,19.7,9.3,5.1,0.0,0,673800.0,11119.0,1009.0,1005.9,5.6205498306,16.9957542951,2645,2176
2016-06-18,Trondheim - Voll,9.4,7.9,5.1,0.0,0,363180.0,5717.7,1011.7,1008.9,1.7666666667,1.8291666667,2344,2054
2016-06-19,Trondheim - Voll,9.0,6.5,4.6,1.8,1,502960.0,6882.1,1017.7,1011.9,1.0833333333,1.1083333333,2270,2034
2016-06-20,Trondheim - Voll,20.8,3.7,6.2,0.6,1,1434100.0,23210.0,1016.9,1003.1,3.2208333333,7.5125,2592,2050
2016-06-21,Trondheim - Voll,17.2,10.5,6.5,7.4,1,422390.0,7405.7,1016.7,1004.2,4.1916666667,6.3416666667,2595,2150
2016-06-22,Trondheim - Voll,19.4,10.0,2.5,1.7,1,1152200.0,19494.0,1018.9,1017.2,5.8389485061,17.8002729636,2595,2150
2016-06-23,Trondheim - Voll,20.3,12.8,4.5,0.0,0,1090400.0,17891.0,1020.0,1018.2,6.3919705767,15.5734020567,2595,2150
2016-06-24,Trondheim - Voll,21.4,10.9,3.1,0.0,0,1308300.0,22091.0,1019.5,1011.7,5.7838292208,13.3360924319,2594,2146
2016-06-25,Trondheim - Voll,20.5,11.0,4.0,6.6,1,675910.0,11489.0,1019.5,1012.7,5.148424442,9.9854299087,2313,2026
2016-06-26,Trondheim - Voll,21.6,9.1,3.8,0.0,0,856420.0,17146.0,1018.9,1003.9,6.2815136768,10.8787872493,2240,2007
2016-06-27,Trondheim - Voll,23.5,12.0,7.1,5.8,1,952710.0,18437.0,1005.5,1001.2,3.1736037667,8.5670163048,2541,2010
2016-06-28,Trondheim - Voll,15.6,10.1,4.0,4.4,1,991650.0,17646.0,1013.3,1006.1,3.0850299814,7.344606371,2544,2112
2016-06-29,Trondheim - Voll,21.8,8.4,4.4,1.0,1,1453200.0,24051.0,1013.3,1005.6,4.3017363038,10.5628726682,2544,2112
2016-06-30,Trondheim - Voll,20.5,14.3,7.3,0.0,0,942730.0,14526.0,1005.5,999.3,1.4510396975,8.6607138925,2544,2112
2016-07-01,Trondheim - Voll,21.2,11.4,7.0,0.0,0,1069400.0,17632.0,1005.4,999.5,3.1224380913,6.8382313937,2559,2121
2016-07-02,Trondheim - Voll,20.9,11.9,6.2,0.7,1,1173700.0,18865.0,1000.1,997.5,2.4291666667,3.4958333333,2290,2012
2016-07-03,Trondheim - Voll,15.4,8.0,5.1,16.8,1,947790.0,14038.0,1011.2,1000.5,1.9349366754,3.9278205789,2186,1919
2016-07-04,Trondheim - Voll,17.7,9.2,3.9,4.7,1,1435200.0,22424.0,1013.0,1011.4,2.4245544159,8.4418898699,2430,1922
2016-07-05,Trondheim - Voll,16.4,11.4,4.1,0.0,0,1196900.0,19290.0,1012.8,1009.5,4.1069187754,10.1155577565,2448,2026
2016-07-06,Trondheim - Voll,13.7,9.5,5.1,0.0,0,731310.0,11726.0,1011.8,1010.0,3.4794478526,10.2539815,2448,2026
2016-07-07,Trondheim - Voll,14.8,8.4,4.3,0.3,1,905220.0,13680.0,1012.0,1009.5,2.9471086924,9.0974245273,2448,2026
2016-07-08,Trondheim - Voll,18.9,7.5,3.5,0.0,0,1497000.0,23990.0,1009.6,1007.8,3.8387099116,10.6433556232,2449,2017
2016-07-09,Trondheim - Voll,18.0,8.1,4.2,0.0,0,1240100.0,19604.0,1008.4,1006.5,2.3146535579,6.9821492386,2242,1970
2016-07-10,Trondheim - Voll,18.5,10.4,5.9,0.1,1,1223600.0,20337.0,1008.8,998.3,2.9290386,6.9892264259,2141,1879
2016-07-11,Trondheim - Voll,19.3,13.4,5.0,0.1,1,855400.0,12548.0,997.8,995.8,4.8851257875,12.5294692792,2389,1891
2016-07-12,Trondheim - Voll,17.2,13.0,3.7,0.0,0,677700.0,10695.0,1004.3,997.2,3.4359508681,9.7634454145,2407,1993
2016-07-13,Trondheim - Voll,14.3,12.3,3.7,1.5,1,344250.0,5641.2,1010.6,1004.4,2.2833333333,2.35,2407,1993
2016-07-14,Trondheim - Voll,14.5,11.0,4.2,5.6,1,772490.0,12909.0,1017.2,1010.8,0.9590854283,5.5772546792,2407,1993
2016-07-15,Trondheim - Voll,14.0,10.1,3.0,0.0,0,579570.0,8642.7,1017.4,1013.3,2.0423976685,8.3683057861,2407,1984
2016-07-16,Trondheim - Voll,15.0,7.3,4.1,0.0,0,734110.0,11030.0,1012.5,1005.2,0.7822581725,4.9705557733,2142,1894
2016-07-17,Trondheim - Voll,16.1,9.3,5.2,15.4,1,827780.0,12498.0,1011.6,1005.9,1.2435001417,4.0427893908,2092,1864
2016-07-18,Trondheim - Voll,15.6,10.3,3.2,3.9,1,948660.0,15957.0,1018.4,1011.7,2.3166666667,3.275,2266,1868
2016-07-19,Trondheim - Voll,20.3,6.8,2.4,0.1,1,1353000.0,21800.0,1018.4,1015.5,3.2471294889,9.025582125,2269,1890
2016-07-20,Trondheim - Voll,21.3,12.6,3.7,0.0,0,1073500.0,19274.0,1019.5,1016.6,3.731128595,10.4516584925,2269,1890
2016-07-21,Trondheim - Voll,28.9,13.4,5.0,0.0,0,1338500.0,24255.0,1016.7,1012.7,6.162872178,12.4053843768,2269,1890
2016-07-22,Trondheim - Voll,27.4,17.3,4.3,0.6,1,1036800.0,19160.0,1018.9,1015.5,7.1161524792,12.0959427208,2273,1900
2016-07-23,Trondheim - Voll,20.4,15.2,3.3,2.1,1,599830.0,10599.0,1021.3,1018.6,7.0168362875,10.3459443,2126,1880
2016-07-24,Trondheim - Voll,23.2,14.1,3.9,0.8,1,1251100.0,22055.0,1021.1,1018.1,6.4331717182,10.7244825,2077,1850
2016-07-25,Trondheim - Voll,26.8,13.4,5.1,0.1,1,1049200.0,18537.0,1017.7,1009.4,5.3473223292,12.4238183125,2325,1917
2016-07-26,Trondheim - Voll,23.3,12.7,7.1,0.1,1,691870.0,12253.0,1013.6,1009.5,3.525,4.2708333333,2328,1940
2016-07-27,Trondheim - Voll,22.2,12.0,4.7,8.4,1,1093900.0,18637.0,1014.3,1006.1,2.983923954,8.4243115087,2328,1940
2016-07-28,Trondheim - Voll,21.4,12.9,5.1,0.3,1,717470.0,10117.0,1008.4,1004.4,2.2435102375,7.3458430317,2328,1940
2016-07-29,Trondheim - Voll,21.7,11.5,4.9,9.4,1,1157200.0,19278.0,1008.7,1004.0,2.4858085119,7.3833228944,2332,1950
2016-07-30,Trondheim - Voll,16.9,12.1,4.0,5.1,1,563960.0,8565.8,1004.7,1003.3,1.6261305871,5.0814535659,2181,1929
2016-07-31,Trondheim - Voll,15.9,10.8,3.6,1.4,1,613020.0,9714.9,1004.8,1003.5,3.6666666667,4.9458333333,2131,1899
2016-08-01,Trondheim - Voll,17.2,9.8,2.9,0.2,1,742700.0,11343.0,1004.4,1003.8,3.95,7.3625,2396,1924
2016-08-02,Trondheim - Voll,14.8,10.7,6.7,4.6,1,644740.0,9580.6,1007.5,1003.1,3.1665806111,6.3742429548,2385,1946
2016-08-03,Trondheim - Voll,18.2,9.9,6.0,4.2,1,1118500.0,17105.0,1008.5,1001.2,3.4708333333,5.8583333333,2404,1956
2016-08-04,Trondheim - Voll,20.8,10.5,5.3,0.0,0,840870.0,12922.0,1003.7,999.3,3.3977564029,12.1084905283,2410,1967
2016-08-05,Trondheim - Voll,17.8,13.2,3.7,1.2,1,688990.0,10191.0,1013.2,1004.1,4.4948871391,11.5661790341,2463,1993
2016-08-06,Trondheim - Voll,17.2,11.1,3.9,0.0,0,639680.0,9715.6,1018.0,1013.1,2.3565463532,7.4527937429,2207,1926
2016-08-07,Trondheim - Voll,21.9,10.6,6.9,0.0,0,901030.0,14746.0,1017.4,998.1,3.3238532159,7.4820814818,2202,1829
2016-08-08,Trondheim - Voll,18.8,11.8,6.4,4.6,1,654570.0,8628.2,997.6,988.1,3.0048611061,8.4518654939,2432,2027
2016-08-09,Trondheim - Voll,15.0,9.7,5.3,0.5,1,457440.0,7008.7,1008.4,991.4,2.9775417849,6.5316423627,2424,2040
2016-08-10,Trondheim - Voll,11.5,7.0,6.0,10.5,1,782060.0,11460.0,1011.2,1008.6,1.6541666667,2.3291666667,2454,2054
2016-08-11,Trondheim - Voll,8.0,5.7,5.6,2.5,1,397290.0,4942.1,1013.2,1010.9,1.525,2.5166666667,2462,2069
2016-08-12,Trondheim - Voll,14.5,4.6,4.4,7.5,1,642900.0,10526.0,1012.8,999.2,3.0825527791,7.9839931836,2528,2097
2016-08-13,Trondheim - Voll,15.0,9.5,4.3,8.3,1,780120.0,11413.0,1012.0,1000.2,2.45,3.5291666667,2293,2048
2016-08-14,Trondheim - Voll,14.6,9.0,4.8,1.7,1,732860.0,10493.0,1022.3,1012.4,3.0187251065,9.2815912783,2311,1943
2016-08-15,Trondheim - Voll,12.5,6.5,3.4,0.0,0,240180.0,4099.2,1025.5,1022.6,2.6101227696,8.2287888696,2479,2060
2016-08-16,Trondheim - Voll,17.5,10.8,3.9,0.2,1,983390.0,17180.0,1025.6,1023.0,4.1762587313,12.8645641792,2519,2097
2016-08-17,Trondheim - Voll,19.8,7.3,3.8,0.0,0,1058800.0,17351.0,1023.0,1017.4,4.7112265979,17.3530330917,2554,2114
2016-08-18,Trondheim - Voll,23.3,12.3,5.0,0.0,0,1050400.0,16191.0,1017.7,1013.5,4.693462775,15.210059575,2563,2129
2016-08-19,Trondheim - Voll,20.8,12.0,4.5,0.0,0,888080.0,12789.0,1015.1,1010.4,4.71155905,10.9610760591,2635,2146
2016-08-20,Trondheim - Voll,19.9,13.1,3.6,0.0,0,781930.0,11782.0,1010.9,1008.8,4.5572955917,10.9895911521,2405,2116
2016-08-21,Trondheim - Voll,20.4,12.1,3.9,0.0,0,693770.0,10534.0,1014.7,1009.8,3.0392918273,8.7950966091,2464,2062
2016-08-22,Trondheim - Voll,20.0,9.9,2.6,0.0,0,829490.0,12192.0,1018.3,1014.0,5.459937,13.0380252021,2546,2103
2016-08-23,Trondheim - Voll,16.7,12.5,3.6,0.0,0,458470.0,7542.3,1025.5,1018.8,4.8568708458,13.1298616042,2545,2045
2016-08-24,Trondheim - Voll,15.6,8.1,2.8,0.0,0,440350.0,7085.7,1024.4,1016.5,5.4002820417,14.9516106375,2574,2058
2016-08-25,Trondheim - Voll,15.7,11.9,4.4,1.6,1,623280.0,9919.4,1020.9,1018.8,2.3314621405,10.2251642548,2581,2070
2016-08-26,Trondheim - Voll,14.7,7.1,6.4,0.0,0,264510.0,3343.2,1019.1,994.2,2.6939384437,8.3651664938,2642,2079
2016-08-27,Trondheim - Voll,15.0,10.2,11.1,24.6,1,471630.0,6903.1,1020.7,1001.6,2.161015354,6.4680775524,2358,2028
2016-08-28,Trondheim - Voll,16.1,9.6,4.6,6.4,1,766920.0,11581.0,1020.9,1012.8,2.634791627,5.8839842968,2406,1986
2016-08-29,Trondheim - Voll,15.2,9.8,3.3,1.0,1,472820.0,5871.3,1012.3,1010.4,4.4422795522,14.3982941565,2509,2053
2016-08-30,Trondheim - Voll,14.0,9.4,3.1,3.4,1,418470.0,6648.0,1011.9,1010.4,2.2499275105,7.5198818474,2503,2084
2016-08-31,Trondheim - Voll,18.6,12.7,4.4,4.1,1,220680.0,3006.1,1011.9,1002.5,6.5416087278,19.7861002278,2503,2084
2016-09-01,Trondheim - Voll,15.0,10.5,5.9,4.9,1,379480.0,5075.4,1006.8,1004.0,3.5562444803,8.2064668076,2518,2097
2016-09-02,Trondheim - Voll,13.9,9.0,5.5,8.1,1,477640.0,6696.8,1008.8,1005.3,2.8502548,10.5552462318,2528,2090
2016-09-03,Trondheim - Voll,13.9,8.0,2.9,1.8,1,319530.0,4305.8,1007.2,1004.6,3.0570082591,6.5199207712,2374,2080
2016-09-04,Trondheim - Voll,12.4,8.6,5.8,6.6,1,438350.0,6126.1,1017.5,1007.7,1.3819384957,5.7727873457,2383,2066
2016-09-05,Trondheim - Voll,13.7,5.4,4.1,0.1,1,739670.0,9402.9,1019.5,1017.1,4.9776386246,15.7658734595,2622,2121
2016-09-06,Trondheim - Voll,19.7,9.9,3.9,0.0,0,288010.0,4320.9,1016.7,1005.0,6.5037869319,17.073796593,2623,2169
2016-09-07,Trondheim - Voll,14.5,11.2,8.4,3.0,1,393150.0,5872.9,1017.3,1007.9,4.1283808341,14.3471386109,2623,2169
2016-09-08,Trondheim - Voll,16.3,9.0,4.3,0.2,1,680510.0,9719.2,1017.5,1006.1,5.1601310551,16.181862813,2623,2169
2016-09-09,Trondheim - Voll,17.4,11.7,3.9,0.0,0,277360.0,3058.1,1012.0,1005.9,5.1058997944,16.2265627349,2640,2167
2016-09-10,Trondheim - Voll,19.2,9.4,0.0,7.0,1,365630.0,5335.3,1011.8,1006.3,4.3350376864,9.79343795,2418,2117
2016-09-11,Trondheim - Voll,13.2,9.5,0.0,10.3,1,320660.0,3194.2,1016.5,1001.6,2.4928887174,5.0935250087,2427,2103
2016-09-12,Trondheim - Voll,16.5,8.0,0.0,10.4,1,577430.0,7921.0,1017.2,1014.5,4.613522475,15.3891212,2683,2172
2016-09-13,Trondheim - Voll,18.0,9.4,0.0,0.0,0,593550.0,8342.8,1019.5,1017.2,6.6164634591,23.6398894955,2683,2214
2016-09-14,Trondheim - Voll,18.0,11.8,0.0,0.0,0,270030.0,3808.7,1022.7,1018.6,6.4156594167,16.4670189542,2683,2214
2016-09-15,Trondheim - Voll,15.3,9.4,0.0,3.8,1,388200.0,5291.5,1022.9,1019.3,3.7708333333,6.0041666667,2683,2214
2016-09-16,Trondheim - Voll,19.1,9.3,3.1,0.1,1,518700.0,6756.4,1019.4,1015.9,7.75,12.7916666667,2663,2188
2016-09-17,Trondheim - Voll,14.9,10.8,3.0,0.1,1,165270.0,2086.9,1023.1,1017.4,8.3458333333,10.35,2535,2198
2016-09-18,Trondheim - Voll,18.8,10.8,2.9,0.9,1,455480.0,6314.5,1022.6,1019.1,13.2083333333,17.3166666667,2500,2192
2016-09-19,Trondheim - Voll,15.3,9.4,3.0,0.2,1,272740.0,3765.2,1022.9,1019.2,11.6,15.3083333333,2827,2297
2016-09-20,Trondheim - Voll,17.1,10.9,2.7,0.0,0,386800.0,5327.2,1023.1,1019.4,11.5397220708,21.6361587417,2823,2306
2016-09-21,Trondheim - Voll,17.2,12.7,2.7,0.1,1,492030.0,6456.0,1023.0,1020.7,9.2557057299,22.8627944014,2496,2042
2016-09-22,Trondheim - Voll,17.1,12.6,2.4,0.0,0,350530.0,4665.0,1021.2,1015.4,9.1194244174,23.4352350097,2494,2041
2016-09-23,Trondheim - Voll,16.1,10.9,5.7,0.0,0,276510.0,3651.3,1017.1,1011.9,5.0603661993,15.4478724167,2419,1980
2016-09-24,Trondheim - Voll,14.8,6.9,2.8,1.5,1,343000.0,4380.7,1017.5,1010.8,3.8838454521,8.3292869452,2244,1948
2016-09-25,Trondheim - Voll,18.0,9.8,4.0,0.7,1,355230.0,4572.1,1012.3,1010.6,6.0050637312,12.4826946243,2213,1941
2016-09-26,Trondheim - Voll,16.8,9.2,5.5,0.2,1,256940.0,2786.2,1021.4,1011.6,5.9833758063,14.360611091,2573,2096
2016-09-27,Trondheim - Voll,15.1,6.9,6.8,1.1,1,297420.0,3208.3,1021.7,995.7,5.9481684778,16.3574079639,2580,2111
2016-09-28,Trondheim - Voll,15.4,8.2,8.5,0.2,1,174640.0,1462.2,1001.7,992.3,2.7355516392,6.4466796942,2587,2117
2016-09-29,Trondheim - Voll,11.3,6.8,5.9,4.7,1,166140.0,1488.3,999.8,975.7,3.2365637028,8.1226664111,2596,2124
2016-09-30,Trondheim - Voll,12.1,5.7,8.0,11.6,1,313650.0,2537.5,993.5,981.8,3.01719277,7.0142039967,2537,2077
2016-10-01,Trondheim - Voll,8.9,5.6,6.2,4.5,1,301330.0,2617.5,1012.9,994.1,1.5979904842,2.7071391877,2492,2207
2016-10-02,Trondheim - Voll,9.6,4.5,4.0,2.0,1,301310.0,2508.2,1026.9,1013.6,2.9688922636,5.9363218621,2542,2172
2016-10-03,Trondheim - Voll,9.0,-0.4,2.7,3.6,1,384910.0,3233.2,1042.0,1027.4,7.7578078794,21.6114854365,2682,2351
2016-10-04,Trondheim - Voll,14.6,-0.2,3.2,0.1,1,364440.0,3103.4,1045.8,1042.5,7.6738428688,24.4549776465,2715,2278
2016-10-05,Trondheim - Voll,9.3,1.7,2.6,0.3,1,336450.0,3143.8,1047.8,1045.4,7.3600229556,22.9055253153,2715,2277
2016-10-06,Trondheim - Voll,8.0,-0.4,2.6,0.4,1,316280.0,3292.8,1044.9,1040.5,8.9075824729,24.4733769431,2716,2277
2016-10-07,Trondheim - Voll,14.7,1.1,3.0,0.1,1,336790.0,3431.0,1040.6,1035.8,5.6860628042,17.3280141368,2722,2287
2016-10-08,Trondheim - Voll,10.6,2.3,4.0,0.1,1,336690.0,3181.6,1037.8,1036.8,4.5841500333,10.5799256521,2525,2236
2016-10-09,Trondheim - Voll,10.6,0.8,3.8,0.0,0,317880.0,2703.6,1038.0,1036.6,4.0630398958,10.6726464479,2593,2215
2016-10-10,Trondheim - Voll,9.6,1.4,3.6,0.3,1,301880.0,2477.4,1038.3,1035.4,6.4563943521,18.7523803833,2881,2343
2016-10-11,Trondheim - Voll,6.4,-1.4,3.4,0.3,1,292060.0,2408.5,1037.1,1035.4,7.4136624696,16.0181391485,2886,2419
2016-10-12,Trondheim - Voll,4.2,-3.9,2.4,0.3,1,281180.0,2376.1,1036.6,1033.6,9.3933635389,18.4950304542,2894,2426
2016-10-13,Trondheim - Voll,4.6,-3.3,2.0,0.2,1,269570.0,2193.4,1033.8,1031.9,13.5673950243,24.4320998306,2904,2434
2016-10-14,Trondheim - Voll,7.1,-3.1,2.7,0.3,1,264000.0,2109.2,1031.5,1027.8,14.4261932792,23.7019028854,2904,2440
2016-10-15,Trondheim - Voll,7.6,-0.4,3.6,0.3,1,256230.0,1902.7,1028.3,1026.6,10.1076139632,19.572890466,2700,2391
2016-10-16,Trondheim - Voll,10.8,-2.1,4.6,0.2,1,242050.0,1793.7,1028.1,1026.2,6.1514416896,17.3034350896,2843,2517
2016-10-17,Trondheim - Voll,12.1,5.7,7.6,0.2,1,237570.0,1575.0,1025.7,1018.0,3.371117034,15.948435775,3109,2546
2016-10-18,Trondheim - Voll,13.4,6.8,6.0,0.2,1,222290.0,1286.5,1018.5,1016.5,3.7703604104,20.8620214257,3131,2864
2016-10-19,Trondheim - Voll,9.7,2.3,4.0,0.1,1,217160.0,1236.1,1027.1,1018.9,6.8723950701,13.313054309,3146,2615
2016-10-20,Trondheim - Voll,11.4,-0.2,4.6,0.3,1,207700.0,1225.9,1027.8,1026.2,5.8495281424,15.3925604167,3070,2553
2016-10-21,Trondheim - Voll,7.4,2.9,6.3,0.2,1,197130.0,1100.9,1029.7,1027.5,6.909596125349999,24.27629950315,3033,2509
2016-10-22,Trondheim - Voll,6.4,1.2,4.8,0.2,1,190960.0,1024.4,1032.2,1029.3,6.909596125349999,24.27629950315,2828,2467
2016-10-23,Trondheim - Voll,6.0,1.0,4.4,0.0,0,169040.0,957.82,1031.6,1029.8,6.909596125349999,24.27629950315,2747,2432
2016-10-24,Trondheim - Voll,8.3,0.8,4.3,0.3,1,129040.0,749.15,1031.0,1027.7,6.909596125349999,24.27629950315,3072,2515
2016-10-25,Trondheim - Voll,7.1,0.0,3.2,0.2,1,168000.0,903.68,1027.4,1022.1,7.9696641083,33.1600385896,3077,2557
2016-10-26,Trondheim - Voll,8.0,-1.4,4.0,0.4,1,103970.0,842.91,1021.4,1008.3,7.4969352342,33.1253247267,3100,2577
2016-10-27,Trondheim - Voll,11.6,4.7,7.6,0.4,1,75000.0,544.1,1010.0,1002.1,2.3595092318,12.453071223,3103,2580
