Navn;Stasjon;Tid(norsk normaltid);Høyeste lufttrykk i havnivå (døgn);Laveste lufttrykk i havnivå (døgn)
Trondheim - Voll;SN68860;06.07.2020;1001,1;984,1
Trondheim - Voll;SN68860;07.07.2020;1007;1001,4
Trondheim - Voll;SN68860;08.07.2020;1009,9;1006,3
Trondheim - Voll;SN68860;09.07.2020;1011,6;1009,9
Trondheim - Voll;SN68860;10.07.2020;1011,3;1008,1
Trondheim - Voll;SN68860;11.07.2020;1014,5;1009,6
Trondheim - Voll;SN68860;12.07.2020;1018,9;1013,8
Trondheim - Voll;SN68860;13.07.2020;1019,4;1013,3
Trondheim - Voll;SN68860;14.07.2020;1012,8;1008,2
Trondheim - Voll;SN68860;15.07.2020;1011,3;1009,2
Trondheim - Voll;SN68860;16.07.2020;1012,2;1010,1
Trondheim - Voll;SN68860;17.07.2020;1013,6;1008,2
Trondheim - Voll;SN68860;18.07.2020;1013,6;1006,7
Trondheim - Voll;SN68860;19.07.2020;1013,1;1011,4
Trondheim - Voll;SN68860;20.07.2020;1014,7;1013
Trondheim - Voll;SN68860;21.07.2020;1016,6;1013,6
Trondheim - Voll;SN68860;22.07.2020;1016,7;1015,6
Trondheim - Voll;SN68860;23.07.2020;1015,2;1010,2
Trondheim - Voll;SN68860;24.07.2020;1009,8;1006,3
Trondheim - Voll;SN68860;25.07.2020;1007,1;1005,8
Trondheim - Voll;SN68860;26.07.2020;1005,7;1002,3
Trondheim - Voll;SN68860;27.07.2020;1010;1002,2
Trondheim - Voll;SN68860;28.07.2020;1007,9;998,3
Trondheim - Voll;SN68860;29.07.2020;1004;997,4
Trondheim - Voll;SN68860;30.07.2020;1016,1;1004,6
Trondheim - Voll;SN68860;31.07.2020;1020,4;1016,6
Trondheim - Voll;SN68860;01.08.2020;1017,9;1007,9
Trondheim - Voll;SN68860;02.08.2020;1007,7;1002
Trondheim - Voll;SN68860;03.08.2020;1008,1;1002,7
Trondheim - Voll;SN68860;04.08.2020;1008,1;1007,5
Trondheim - Voll;SN68860;05.08.2020;1009;1002
Trondheim - Voll;SN68860;06.08.2020;1021,2;1009,4
Trondheim - Voll;SN68860;07.08.2020;1021,2;1018,6
Trondheim - Voll;SN68860;08.08.2020;1026,3;1015,1
Trondheim - Voll;SN68860;09.08.2020;1027,8;1026,2
Trondheim - Voll;SN68860;10.08.2020;1026,2;1022,8
Trondheim - Voll;SN68860;11.08.2020;1025,6;1024,5
Trondheim - Voll;SN68860;12.08.2020;1025,4;1019,7
Trondheim - Voll;SN68860;13.08.2020;1019,4;1014,5
Trondheim - Voll;SN68860;14.08.2020;1015,7;1013,8
Trondheim - Voll;SN68860;15.08.2020;1017,6;1014,5
Trondheim - Voll;SN68860;16.08.2020;1019,1;1017,6
Trondheim - Voll;SN68860;17.08.2020;1018,4;1012
Trondheim - Voll;SN68860;18.08.2020;1011,7;1005,7
Trondheim - Voll;SN68860;19.08.2020;1007,3;1006,1
Trondheim - Voll;SN68860;20.08.2020;1008;1006,8
Trondheim - Voll;SN68860;21.08.2020;1006,9;994,4
Trondheim - Voll;SN68860;22.08.2020;994,5;991,6
Trondheim - Voll;SN68860;23.08.2020;1002,7;992,9
Trondheim - Voll;SN68860;24.08.2020;1003,3;1001,9
Trondheim - Voll;SN68860;25.08.2020;1004,2;1000,6
Trondheim - Voll;SN68860;26.08.2020;1009,8;1003,8
Trondheim - Voll;SN68860;27.08.2020;1012,5;1010,1
Trondheim - Voll;SN68860;28.08.2020;1011,8;1008,7
Trondheim - Voll;SN68860;29.08.2020;1010,5;1008,9
Trondheim - Voll;SN68860;30.08.2020;1019,5;1010,7
Trondheim - Voll;SN68860;31.08.2020;1022,2;1019,5
Trondheim - Voll;SN68860;01.09.2020;1021,8;1018,9
Trondheim - Voll;SN68860;02.09.2020;1019,9;1012,5
Trondheim - Voll;SN68860;03.09.2020;1012,1;1002,3
Trondheim - Voll;SN68860;04.09.2020;1003,4;1000,8
Trondheim - Voll;SN68860;05.09.2020;1001,6;998,3
Trondheim - Voll;SN68860;06.09.2020;1012;1001,6
Trondheim - Voll;SN68860;07.09.2020;1012,4;997,5
Trondheim - Voll;SN68860;08.09.2020;1004,6;998,9
Trondheim - Voll;SN68860;09.09.2020;1004,1;1000,2
Trondheim - Voll;SN68860;10.09.2020;1013,1;1004,6
Trondheim - Voll;SN68860;11.09.2020;1008,8;994,4
Trondheim - Voll;SN68860;12.09.2020;996,9;994,7
Trondheim - Voll;SN68860;13.09.2020;1011,2;996,6
Trondheim - Voll;SN68860;14.09.2020;1021,2;1011,5
Trondheim - Voll;SN68860;15.09.2020;1022;1012,3
Trondheim - Voll;SN68860;16.09.2020;1032,4;1012,6
Trondheim - Voll;SN68860;17.09.2020;1032,4;1019,6
Trondheim - Voll;SN68860;18.09.2020;1025,6;1017,2
Trondheim - Voll;SN68860;19.09.2020;1026,7;1020,6
Trondheim - Voll;SN68860;20.09.2020;1019,5;1009,6
Trondheim - Voll;SN68860;21.09.2020;1008,6;998,4
Trondheim - Voll;SN68860;22.09.2020;1004,7;992,5
Trondheim - Voll;SN68860;23.09.2020;1003,7;988,2
Trondheim - Voll;SN68860;24.09.2020;1002,8;982,6
Trondheim - Voll;SN68860;25.09.2020;1014,8;987,8
Trondheim - Voll;SN68860;26.09.2020;1020,7;1014,6
Trondheim - Voll;SN68860;27.09.2020;1020,4;1013,8
Trondheim - Voll;SN68860;28.09.2020;1014,5;1009,7
Trondheim - Voll;SN68860;29.09.2020;1013,7;1009,9
Trondheim - Voll;SN68860;30.09.2020;1013,3;1011,2
Trondheim - Voll;SN68860;01.10.2020;1016,3;1012,7
Trondheim - Voll;SN68860;02.10.2020;1019,1;1015,9
Trondheim - Voll;SN68860;03.10.2020;1018,8;1013
Trondheim - Voll;SN68860;04.10.2020;1012,5;1003,8
Trondheim - Voll;SN68860;05.10.2020;1006,6;1002,8
Trondheim - Voll;SN68860;06.10.2020;1005,9;995
Trondheim - Voll;SN68860;07.10.2020;1000,9;993,4
Trondheim - Voll;SN68860;08.10.2020;1001,2;1000
Trondheim - Voll;SN68860;09.10.2020;1009,1;1000,4
Trondheim - Voll;SN68860;10.10.2020;1015,3;1009,4
Trondheim - Voll;SN68860;11.10.2020;1015,6;1013,7
Trondheim - Voll;SN68860;12.10.2020;1017,4;1012,9
Trondheim - Voll;SN68860;13.10.2020;1030,8;1018
Trondheim - Voll;SN68860;14.10.2020;1033,4;1031
Trondheim - Voll;SN68860;15.10.2020;1032,2;1028,6
Trondheim - Voll;SN68860;16.10.2020;1028,8;1021,3
Trondheim - Voll;SN68860;17.10.2020;1020,4;1009,3
Trondheim - Voll;SN68860;18.10.2020;1011,9;1009,9
Trondheim - Voll;SN68860;19.10.2020;1017;1012,4
Trondheim - Voll;SN68860;20.10.2020;1016,4;1000,6
Trondheim - Voll;SN68860;21.10.2020;1000,9;999
Trondheim - Voll;SN68860;22.10.2020;1001,9;998
Trondheim - Voll;SN68860;23.10.2020;1004,3;1002
Trondheim - Voll;SN68860;24.10.2020;1002,4;995,9
Trondheim - Voll;SN68860;25.10.2020;994,8;984,7
Trondheim - Voll;SN68860;26.10.2020;996,2;992,5
Trondheim - Voll;SN68860;27.10.2020;995,5;990,7
Trondheim - Voll;SN68860;28.10.2020;991,4;988,3
Trondheim - Voll;SN68860;29.10.2020;1008,6;989,5
Trondheim - Voll;SN68860;30.10.2020;1010,8;1004,2
Trondheim - Voll;SN68860;31.10.2020;1016,6;1001,8
Trondheim - Voll;SN68860;01.11.2020;1001,5;983,4
Trondheim - Voll;SN68860;02.11.2020;990,9;972,1
Trondheim - Voll;SN68860;03.11.2020;1002,6;991,5
Trondheim - Voll;SN68860;04.11.2020;1010,6;1002,4
Trondheim - Voll;SN68860;05.11.2020;1013,4;1001,2
Trondheim - Voll;SN68860;06.11.2020;1021,8;1012,6
Trondheim - Voll;SN68860;07.11.2020;1021,1;1016
Trondheim - Voll;SN68860;08.11.2020;1025,5;1021,3
Trondheim - Voll;SN68860;09.11.2020;1028,3;1025,7
Trondheim - Voll;SN68860;10.11.2020;1027,4;1024,6
Trondheim - Voll;SN68860;11.11.2020;1024,1;1016
Trondheim - Voll;SN68860;12.11.2020;1015,7;1012,3
Trondheim - Voll;SN68860;13.11.2020;1011,8;1002,3
Trondheim - Voll;SN68860;14.11.2020;1004,9;1003,5
Trondheim - Voll;SN68860;15.11.2020;1003,4;994,6
Trondheim - Voll;SN68860;16.11.2020;993,8;990,1
Trondheim - Voll;SN68860;17.11.2020;1000,3;993,6
Trondheim - Voll;SN68860;18.11.2020;1002,5;989,9
Trondheim - Voll;SN68860;19.11.2020;1008,3;987
Trondheim - Voll;SN68860;20.11.2020;1020,6;1007,3
Trondheim - Voll;SN68860;21.11.2020;1004,1;985,9
Trondheim - Voll;SN68860;22.11.2020;996,1;982,5
Trondheim - Voll;SN68860;23.11.2020;1008,7;996,5
Trondheim - Voll;SN68860;24.11.2020;1004,7;1001,5
Trondheim - Voll;SN68860;25.11.2020;1004,6;995,5
Trondheim - Voll;SN68860;26.11.2020;1017,2;1004,9
Trondheim - Voll;SN68860;27.11.2020;1024;1017,5
Trondheim - Voll;SN68860;28.11.2020;1028,6;1023,5
Trondheim - Voll;SN68860;29.11.2020;1028,5;1016,4
Trondheim - Voll;SN68860;30.11.2020;1015,1;1005,6
Trondheim - Voll;SN68860;01.12.2020;1022,2;1011
Trondheim - Voll;SN68860;02.12.2020;1017,5;1001,4
Trondheim - Voll;SN68860;03.12.2020;1001,4;997,5
Trondheim - Voll;SN68860;04.12.2020;1002;999,9
Trondheim - Voll;SN68860;05.12.2020;1010,3;1001,5
Trondheim - Voll;SN68860;06.12.2020;1014,1;1007,8
Trondheim - Voll;SN68860;07.12.2020;1014;1008,6
Trondheim - Voll;SN68860;08.12.2020;1012,5;1008,5
Trondheim - Voll;SN68860;09.12.2020;1015,7;1010,3
Trondheim - Voll;SN68860;10.12.2020;1015,3;1010,9
Trondheim - Voll;SN68860;11.12.2020;1011,4;1008,9
Trondheim - Voll;SN68860;12.12.2020;1012,6;1010,1
Trondheim - Voll;SN68860;13.12.2020;1012,6;1009,1
Trondheim - Voll;SN68860;14.12.2020;1008,7;999,9
Trondheim - Voll;SN68860;15.12.2020;1004,7;998,8
Trondheim - Voll;SN68860;16.12.2020;1013,5;1004,9
Trondheim - Voll;SN68860;17.12.2020;1013,7;1005,6
Trondheim - Voll;SN68860;18.12.2020;1008,3;1004,6
Trondheim - Voll;SN68860;19.12.2020;1004;998,9
Trondheim - Voll;SN68860;20.12.2020;1002,8;998,8
Trondheim - Voll;SN68860;21.12.2020;1003,3;1000,9
Trondheim - Voll;SN68860;22.12.2020;1001;993,2
Trondheim - Voll;SN68860;23.12.2020;1008,9;995,8
Trondheim - Voll;SN68860;24.12.2020;1019,4;1009,2
Trondheim - Voll;SN68860;25.12.2020;1020,7;1007,7
Trondheim - Voll;SN68860;26.12.2020;1007;983,6
Trondheim - Voll;SN68860;27.12.2020;981,8;973,4
Trondheim - Voll;SN68860;28.12.2020;992,8;980,5
Trondheim - Voll;SN68860;29.12.2020;996,7;992
Trondheim - Voll;SN68860;30.12.2020;1000,8;996,7
Trondheim - Voll;SN68860;31.12.2020;1007,5;1000,8
Trondheim - Voll;SN68860;01.01.2021;1011,7;1007,8
Trondheim - Voll;SN68860;02.01.2021;1026;1011,8
Trondheim - Voll;SN68860;03.01.2021;1037,2;1027
Trondheim - Voll;SN68860;04.01.2021;1037;1034,9
Trondheim - Voll;SN68860;05.01.2021;1034,6;1029,7
Trondheim - Voll;SN68860;06.01.2021;1029,4;1019,4
Trondheim - Voll;SN68860;07.01.2021;1019;1016,2
Trondheim - Voll;SN68860;08.01.2021;1020,1;1016,5
Trondheim - Voll;SN68860;09.01.2021;1019,8;1002,5
Trondheim - Voll;SN68860;10.01.2021;1007;1004,2
Trondheim - Voll;SN68860;11.01.2021;1003,5;995
Trondheim - Voll;SN68860;12.01.2021;1003,6;989,9
Trondheim - Voll;SN68860;13.01.2021;1026;1005,4
Trondheim - Voll;SN68860;14.01.2021;1030,8;1026,2
Trondheim - Voll;SN68860;15.01.2021;1032;1028,1
Trondheim - Voll;SN68860;16.01.2021;1027,9;1013,5
Trondheim - Voll;SN68860;17.01.2021;1013,4;1010,5
Trondheim - Voll;SN68860;18.01.2021;1010,4;1003
Trondheim - Voll;SN68860;19.01.2021;1002,9;997,7
Trondheim - Voll;SN68860;20.01.2021;998;988,6
Trondheim - Voll;SN68860;21.01.2021;987,7;968,5
Trondheim - Voll;SN68860;22.01.2021;972,8;965,8
Trondheim - Voll;SN68860;23.01.2021;988,4;973,3
Trondheim - Voll;SN68860;24.01.2021;998,6;988,7
Trondheim - Voll;SN68860;25.01.2021;1004,9;999,1
Trondheim - Voll;SN68860;26.01.2021;1008,3;1005
Trondheim - Voll;SN68860;27.01.2021;1008,5;1005,2
Trondheim - Voll;SN68860;28.01.2021;1005,3;1000,5
Trondheim - Voll;SN68860;29.01.2021;1000,2;997,8
Trondheim - Voll;SN68860;30.01.2021;998,6;997,1
Trondheim - Voll;SN68860;31.01.2021;996,8;995
Trondheim - Voll;SN68860;01.02.2021;1003,6;995,9
Trondheim - Voll;SN68860;02.02.2021;1011,6;1004
Trondheim - Voll;SN68860;03.02.2021;1022,4;1012,1
Trondheim - Voll;SN68860;04.02.2021;1031,8;1022,9
Trondheim - Voll;SN68860;05.02.2021;1035,4;1032,2
Trondheim - Voll;SN68860;06.02.2021;1036,6;1035
Trondheim - Voll;SN68860;07.02.2021;1035,5;1032,2
Trondheim - Voll;SN68860;08.02.2021;1031,9;1028,7
Trondheim - Voll;SN68860;09.02.2021;1028,7;1019,8
Trondheim - Voll;SN68860;10.02.2021;1034,2;1021,7
Trondheim - Voll;SN68860;11.02.2021;1041,2;1034,8
Trondheim - Voll;SN68860;12.02.2021;1042,1;1038,7
Trondheim - Voll;SN68860;13.02.2021;1038,7;1036,3
Trondheim - Voll;SN68860;14.02.2021;1036,3;1027,2
Trondheim - Voll;SN68860;15.02.2021;1026;1017,8
Trondheim - Voll;SN68860;16.02.2021;1017,8;1009,6
Trondheim - Voll;SN68860;17.02.2021;1011;1009
Trondheim - Voll;SN68860;18.02.2021;1010,5;1003,4
Trondheim - Voll;SN68860;19.02.2021;1004,8;999,4
Trondheim - Voll;SN68860;20.02.2021;1006,1;1000,1
Trondheim - Voll;SN68860;21.02.2021;1010,7;997,2
Trondheim - Voll;SN68860;22.02.2021;1014,9;1008,3
Trondheim - Voll;SN68860;23.02.2021;1018,2;1004,2
Trondheim - Voll;SN68860;24.02.2021;1004,3;1000,7
Trondheim - Voll;SN68860;25.02.2021;1004,8;1000,8
Trondheim - Voll;SN68860;26.02.2021;1027,2;1003,2
Trondheim - Voll;SN68860;27.02.2021;1027,5;1024,6
Trondheim - Voll;SN68860;28.02.2021;1029,6;1025,2
Trondheim - Voll;SN68860;01.03.2021;1026;1020,3
Trondheim - Voll;SN68860;02.03.2021;1030;1026
Trondheim - Voll;SN68860;03.03.2021;1025,2;1020,2
Trondheim - Voll;SN68860;04.03.2021;1023,3;1020,9
Trondheim - Voll;SN68860;05.03.2021;1022,7;1014,9
Trondheim - Voll;SN68860;06.03.2021;1014,5;1007,8
Trondheim - Voll;SN68860;07.03.2021;1022,7;1008,1
Trondheim - Voll;SN68860;08.03.2021;1022,7;1013,1
Trondheim - Voll;SN68860;09.03.2021;1018,3;1014
Trondheim - Voll;SN68860;10.03.2021;1015,6;994,7
Trondheim - Voll;SN68860;11.03.2021;993,2;972,5
Trondheim - Voll;SN68860;12.03.2021;981,4;973,7
Trondheim - Voll;SN68860;13.03.2021;988,4;981,8
Trondheim - Voll;SN68860;14.03.2021;999,9;988,8
Trondheim - Voll;SN68860;15.03.2021;1014,7;1000,3
Trondheim - Voll;SN68860;16.03.2021;1023,5;1015,2
Trondheim - Voll;SN68860;17.03.2021;1026,8;1023,6
Trondheim - Voll;SN68860;18.03.2021;1027,2;1023
Trondheim - Voll;SN68860;19.03.2021;1028,1;1017,9
Trondheim - Voll;SN68860;20.03.2021;1017,2;1003,7
Trondheim - Voll;SN68860;21.03.2021;1013,5;1008,2
Trondheim - Voll;SN68860;22.03.2021;1009,7;1008,1
Trondheim - Voll;SN68860;23.03.2021;1009,3;999,3
Trondheim - Voll;SN68860;24.03.2021;1003,5;997,9
Trondheim - Voll;SN68860;25.03.2021;1007;1002,6
Trondheim - Voll;SN68860;26.03.2021;1006,5;996
Trondheim - Voll;SN68860;27.03.2021;1009,7;996,5
Trondheim - Voll;SN68860;28.03.2021;1010,2;999,2
Trondheim - Voll;SN68860;29.03.2021;1004,6;994,4
Trondheim - Voll;SN68860;30.03.2021;1016,6;1004,5
Trondheim - Voll;SN68860;31.03.2021;1022,2;1017
Trondheim - Voll;SN68860;01.04.2021;1022;1017,5
Trondheim - Voll;SN68860;02.04.2021;1025,5;1016,5
Trondheim - Voll;SN68860;03.04.2021;1024,6;1009,9
Trondheim - Voll;SN68860;04.04.2021;1008,7;978,8
Trondheim - Voll;SN68860;05.04.2021;983;979,8
Trondheim - Voll;SN68860;06.04.2021;997,5;980,9
Trondheim - Voll;SN68860;07.04.2021;1006,1;998
Trondheim - Voll;SN68860;08.04.2021;1006,1;984,8
Trondheim - Voll;SN68860;09.04.2021;991,9;981,9
Trondheim - Voll;SN68860;10.04.2021;1012,1;992,6
Trondheim - Voll;SN68860;11.04.2021;1022,7;1012,6
Trondheim - Voll;SN68860;12.04.2021;1022,6;1019,6
Trondheim - Voll;SN68860;13.04.2021;1022,4;1019,4
Trondheim - Voll;SN68860;14.04.2021;1033,3;1021,9
Trondheim - Voll;SN68860;15.04.2021;1036,7;1033,3
Trondheim - Voll;SN68860;16.04.2021;1036,6;1032,7
Trondheim - Voll;SN68860;17.04.2021;1034,6;1031,9
Trondheim - Voll;SN68860;18.04.2021;1031,5;1026,8
Trondheim - Voll;SN68860;19.04.2021;1027,6;1020,4
Trondheim - Voll;SN68860;20.04.2021;1019,9;1007,9
Trondheim - Voll;SN68860;21.04.2021;1014,8;1007,5
Trondheim - Voll;SN68860;22.04.2021;1019,5;1014,3
Trondheim - Voll;SN68860;23.04.2021;1026,9;1020,1
Trondheim - Voll;SN68860;24.04.2021;1029,4;1026,7
Trondheim - Voll;SN68860;25.04.2021;1030;1027,2
Trondheim - Voll;SN68860;26.04.2021;1027,1;1021,1
Trondheim - Voll;SN68860;27.04.2021;1021,6;1017,9
Trondheim - Voll;SN68860;28.04.2021;1017,6;1015,3
Trondheim - Voll;SN68860;29.04.2021;1017,3;1016,3
Trondheim - Voll;SN68860;30.04.2021;1017;1015,4
Trondheim - Voll;SN68860;01.05.2021;1017,3;1016,5
Trondheim - Voll;SN68860;02.05.2021;1016,8;1014,4
Trondheim - Voll;SN68860;03.05.2021;1014,1;1006,3
Trondheim - Voll;SN68860;04.05.2021;1006;1001
Trondheim - Voll;SN68860;05.05.2021;1002,6;1001,1
Trondheim - Voll;SN68860;06.05.2021;1004,5;1002,8
Trondheim - Voll;SN68860;07.05.2021;1008,3;1004,7
Trondheim - Voll;SN68860;08.05.2021;1009,4;1008,2
Trondheim - Voll;SN68860;09.05.2021;1008,8;999,5
Trondheim - Voll;SN68860;10.05.2021;1003,7;998,8
Trondheim - Voll;SN68860;11.05.2021;1013,8;998,9
Trondheim - Voll;SN68860;12.05.2021;1015;1011,4
Trondheim - Voll;SN68860;13.05.2021;1013,3;1011,7
Trondheim - Voll;SN68860;14.05.2021;1011,9;1005,8
Trondheim - Voll;SN68860;15.05.2021;1005,8;1000,1
Trondheim - Voll;SN68860;16.05.2021;1004;997,9
Trondheim - Voll;SN68860;17.05.2021;1005,1;999,2
Trondheim - Voll;SN68860;18.05.2021;1008,6;999,1
Trondheim - Voll;SN68860;19.05.2021;1011,5;1008,6
Trondheim - Voll;SN68860;20.05.2021;1012,5;1007,8
Trondheim - Voll;SN68860;21.05.2021;1007,3;998,7
Trondheim - Voll;SN68860;22.05.2021;999,2;997,1
Trondheim - Voll;SN68860;23.05.2021;1006,9;999,4
Trondheim - Voll;SN68860;24.05.2021;1013,8;1007,2
Trondheim - Voll;SN68860;25.05.2021;1018,8;1014,1
Trondheim - Voll;SN68860;26.05.2021;1019,7;1014,6
Trondheim - Voll;SN68860;27.05.2021;1019,3;1015,6
Trondheim - Voll;SN68860;28.05.2021;1027,4;1019,8
Trondheim - Voll;SN68860;29.05.2021;1028,5;1027
Trondheim - Voll;SN68860;30.05.2021;1028,5;1026,6
Trondheim - Voll;SN68860;31.05.2021;1027,2;1023,3
Trondheim - Voll;SN68860;01.06.2021;1023,6;1020
Trondheim - Voll;SN68860;02.06.2021;1028,1;1023,7
Trondheim - Voll;SN68860;03.06.2021;1028,7;1023
Trondheim - Voll;SN68860;04.06.2021;1024,7;1021,7
Trondheim - Voll;SN68860;05.06.2021;1025,4;1021,4
Trondheim - Voll;SN68860;06.06.2021;1024;1020,1
Trondheim - Voll;SN68860;07.06.2021;1024,6;1020,1
Trondheim - Voll;SN68860;08.06.2021;1020,5;1019,5
Trondheim - Voll;SN68860;09.06.2021;1019,1;1014,2
Trondheim - Voll;SN68860;10.06.2021;1014,2;1008,7
Trondheim - Voll;SN68860;11.06.2021;1008,2;1002
Trondheim - Voll;SN68860;12.06.2021;1010,8;1004
Trondheim - Voll;SN68860;13.06.2021;1015,7;1009,6
Trondheim - Voll;SN68860;14.06.2021;1009,5;1002,6
Trondheim - Voll;SN68860;15.06.2021;1016,8;1003,1
Trondheim - Voll;SN68860;16.06.2021;1016,4;1009,3
Trondheim - Voll;SN68860;17.06.2021;1012,7;1010,2
Trondheim - Voll;SN68860;18.06.2021;1020,6;1009,6
Trondheim - Voll;SN68860;19.06.2021;1020,6;1012,7
Trondheim - Voll;SN68860;20.06.2021;1014,2;1005
Trondheim - Voll;SN68860;21.06.2021;1015,7;1003,2
Trondheim - Voll;SN68860;22.06.2021;1019;1016,2
Trondheim - Voll;SN68860;23.06.2021;1020,2;1017,3
Trondheim - Voll;SN68860;24.06.2021;1019,7;1016,2
Trondheim - Voll;SN68860;25.06.2021;1020,7;1017
Trondheim - Voll;SN68860;26.06.2021;1020,2;1016,8
Trondheim - Voll;SN68860;27.06.2021;1016,9;1015,1
Trondheim - Voll;SN68860;28.06.2021;1015,6;1014,1
Trondheim - Voll;SN68860;29.06.2021;1020,6;1014,6
Trondheim - Voll;SN68860;30.06.2021;1021,1;1019
Trondheim - Voll;SN68860;01.07.2021;1020,2;1017
Trondheim - Voll;SN68860;02.07.2021;1017,9;1014,5
Trondheim - Voll;SN68860;03.07.2021;1015,4;1012,5
Trondheim - Voll;SN68860;04.07.2021;1014,2;1008,7
Trondheim - Voll;SN68860;05.07.2021;1011,9;1008,1
Trondheim - Voll;SN68860;06.07.2021;1007,6;1003,8
Trondheim - Voll;SN68860;07.07.2021;1013,9;1004,2
Trondheim - Voll;SN68860;08.07.2021;1020,8;1014,3
Trondheim - Voll;SN68860;09.07.2021;1021;1018,4
Trondheim - Voll;SN68860;10.07.2021;1019,6;1008,5
Trondheim - Voll;SN68860;11.07.2021;1018,1;1007,5
Trondheim - Voll;SN68860;12.07.2021;1018,8;1016,2
Trondheim - Voll;SN68860;13.07.2021;1019;1016,7
Trondheim - Voll;SN68860;14.07.2021;1017;1009,9
Trondheim - Voll;SN68860;15.07.2021;1020,9;1009,5
Trondheim - Voll;SN68860;16.07.2021;1021,5;1017,9
Trondheim - Voll;SN68860;17.07.2021;1017,9;1009
Trondheim - Voll;SN68860;18.07.2021;1017,5;1008,5
Trondheim - Voll;SN68860;19.07.2021;1017,6;1012,5
Trondheim - Voll;SN68860;20.07.2021;1020,9;1011,6
Trondheim - Voll;SN68860;21.07.2021;1021,4;1018,1
Trondheim - Voll;SN68860;22.07.2021;1021,1;1016,8
Trondheim - Voll;SN68860;23.07.2021;1022,1;1019
Trondheim - Voll;SN68860;24.07.2021;1019;1014,9
Trondheim - Voll;SN68860;25.07.2021;1016,9;1015,1
Trondheim - Voll;SN68860;26.07.2021;1017;1012
Trondheim - Voll;SN68860;27.07.2021;1013;1009,8
Trondheim - Voll;SN68860;28.07.2021;1009,7;1002,4
Trondheim - Voll;SN68860;29.07.2021;1001,8;994,7
Trondheim - Voll;SN68860;30.07.2021;1000;995,2
Trondheim - Voll;SN68860;31.07.2021;1001,2;999
Trondheim - Voll;SN68860;01.08.2021;1006,7;1001,3
Trondheim - Voll;SN68860;02.08.2021;1011,3;1006,9
Trondheim - Voll;SN68860;03.08.2021;1012,9;1011,3
Trondheim - Voll;SN68860;04.08.2021;1013,8;1012,5
Trondheim - Voll;SN68860;05.08.2021;1013,4;1009,9
Trondheim - Voll;SN68860;06.08.2021;1011,5;1009,3
Trondheim - Voll;SN68860;07.08.2021;1010,8;1006,3
Trondheim - Voll;SN68860;08.08.2021;1006,5;1001,2
Trondheim - Voll;SN68860;09.08.2021;1007,8;1005,4
Trondheim - Voll;SN68860;10.08.2021;1013,2;1008,2
Trondheim - Voll;SN68860;11.08.2021;1016;1013,3
Trondheim - Voll;SN68860;12.08.2021;1016;1012,4
Trondheim - Voll;SN68860;13.08.2021;1012,8;1006,1
Trondheim - Voll;SN68860;14.08.2021;1005,7;999,3
Trondheim - Voll;SN68860;15.08.2021;1004,5;1000,4
Trondheim - Voll;SN68860;16.08.2021;1010;1004,9
Trondheim - Voll;SN68860;17.08.2021;1010,2;1005,4
Trondheim - Voll;SN68860;18.08.2021;1004,8;995,6
Trondheim - Voll;SN68860;19.08.2021;1003,1;996,1
Trondheim - Voll;SN68860;20.08.2021;1015,9;1003,2
Trondheim - Voll;SN68860;21.08.2021;1021,9;1016,1
Trondheim - Voll;SN68860;22.08.2021;1027,7;1021,9
Trondheim - Voll;SN68860;23.08.2021;1030,1;1028
Trondheim - Voll;SN68860;24.08.2021;1029,7;1013,2
Trondheim - Voll;SN68860;25.08.2021;1022,4;1013,5
Trondheim - Voll;SN68860;26.08.2021;1028;1022,5
Trondheim - Voll;SN68860;27.08.2021;1028,1;1026,7
Trondheim - Voll;SN68860;28.08.2021;1028,5;1025,2
Trondheim - Voll;SN68860;29.08.2021;1027,6;1026
Trondheim - Voll;SN68860;30.08.2021;1027,9;1027,4
Trondheim - Voll;SN68860;31.08.2021;1028,2;1026,9
Trondheim - Voll;SN68860;01.09.2021;1027;1024,3
Trondheim - Voll;SN68860;02.09.2021;1025,4;1017,4
Trondheim - Voll;SN68860;03.09.2021;1024;1019,3
Trondheim - Voll;SN68860;04.09.2021;1024,2;1021,3
Trondheim - Voll;SN68860;05.09.2021;1024,6;1021,9
Trondheim - Voll;SN68860;06.09.2021;1021,6;1015,7
Trondheim - Voll;SN68860;07.09.2021;1015,3;1010,2
Trondheim - Voll;SN68860;08.09.2021;1013,2;1009,1
Trondheim - Voll;SN68860;09.09.2021;1015,8;1008
Trondheim - Voll;SN68860;10.09.2021;1015,3;1010,8
Trondheim - Voll;SN68860;11.09.2021;1011,6;1008
Trondheim - Voll;SN68860;12.09.2021;1014,7;1007,9
Trondheim - Voll;SN68860;13.09.2021;1018,7;1014,8
Trondheim - Voll;SN68860;14.09.2021;1019,9;1018,1
Trondheim - Voll;SN68860;15.09.2021;1019,5;1015,8
Trondheim - Voll;SN68860;16.09.2021;1018,2;1015,9
Trondheim - Voll;SN68860;17.09.2021;1019,7;1018,3
Trondheim - Voll;SN68860;18.09.2021;1022;1019,1
Trondheim - Voll;SN68860;19.09.2021;1023,6;1021
Trondheim - Voll;SN68860;20.09.2021;1023,6;1014,7
Trondheim - Voll;SN68860;21.09.2021;1017,1;1012,5
Trondheim - Voll;SN68860;22.09.2021;1011,9;1003,2
Trondheim - Voll;SN68860;23.09.2021;1002;991,6
