Navn;Stasjon;Tid(norsk normaltid);Høyeste lufttrykk i havnivå (døgn);Laveste lufttrykk i havnivå (døgn)
Trondheim - Voll;SN68860;24.03.2016;1008,3;997,9
Trondheim - Voll;SN68860;25.03.2016;1004,5;995,8
Trondheim - Voll;SN68860;26.03.2016;1004,4;993,9
Trondheim - Voll;SN68860;27.03.2016;993;986
Trondheim - Voll;SN68860;28.03.2016;995,5;991,4
Trondheim - Voll;SN68860;29.03.2016;997,7;984,7
Trondheim - Voll;SN68860;30.03.2016;1004;998,4
Trondheim - Voll;SN68860;31.03.2016;1013,2;1003,7
Trondheim - Voll;SN68860;01.04.2016;1013,8;1011
Trondheim - Voll;SN68860;02.04.2016;1013,4;1006,6
Trondheim - Voll;SN68860;03.04.2016;1015,4;1010,1
Trondheim - Voll;SN68860;04.04.2016;1010,2;1008,5
Trondheim - Voll;SN68860;05.04.2016;1008,5;1000,5
Trondheim - Voll;SN68860;06.04.2016;999,6;991,3
Trondheim - Voll;SN68860;07.04.2016;1000,8;992,2
Trondheim - Voll;SN68860;08.04.2016;1003,7;1000,6
Trondheim - Voll;SN68860;09.04.2016;1017,1;1004
Trondheim - Voll;SN68860;10.04.2016;1023,6;1017,7
Trondheim - Voll;SN68860;11.04.2016;1024;1022,6
Trondheim - Voll;SN68860;12.04.2016;1022,5;1016,7
Trondheim - Voll;SN68860;13.04.2016;1018,4;1016,3
Trondheim - Voll;SN68860;14.04.2016;1016,6;1001,4
Trondheim - Voll;SN68860;15.04.2016;1001;997,1
Trondheim - Voll;SN68860;16.04.2016;1001,9;997,1
Trondheim - Voll;SN68860;17.04.2016;1001,8;996,9
Trondheim - Voll;SN68860;18.04.2016;997,5;991,6
Trondheim - Voll;SN68860;19.04.2016;1020,3;998,3
Trondheim - Voll;SN68860;20.04.2016;1023,8;1015,2
Trondheim - Voll;SN68860;21.04.2016;1015,1;1010,8
Trondheim - Voll;SN68860;22.04.2016;1017;1014,4
Trondheim - Voll;SN68860;23.04.2016;1014,4;1012,6
Trondheim - Voll;SN68860;24.04.2016;1014,4;1008,7
Trondheim - Voll;SN68860;25.04.2016;1008,9;1007,3
Trondheim - Voll;SN68860;26.04.2016;1011,6;1009
Trondheim - Voll;SN68860;27.04.2016;1010,6;1006,5
Trondheim - Voll;SN68860;28.04.2016;1016,5;1010,5
Trondheim - Voll;SN68860;29.04.2016;1018;1003,7
Trondheim - Voll;SN68860;30.04.2016;1021,7;1018
Trondheim - Voll;SN68860;01.05.2016;1021,3;1018,4
Trondheim - Voll;SN68860;02.05.2016;1018,5;1010,1
Trondheim - Voll;SN68860;03.05.2016;1018,2;1009,6
Trondheim - Voll;SN68860;04.05.2016;1023,7;1018,8
Trondheim - Voll;SN68860;05.05.2016;1022;1018,1
Trondheim - Voll;SN68860;06.05.2016;1020,9;1018,7
Trondheim - Voll;SN68860;07.05.2016;1021;1018,9
Trondheim - Voll;SN68860;08.05.2016;1026,7;1021
Trondheim - Voll;SN68860;09.05.2016;1027,5;1022,8
Trondheim - Voll;SN68860;10.05.2016;1026,8;1022,1
Trondheim - Voll;SN68860;11.05.2016;1025,9;1014,4
Trondheim - Voll;SN68860;12.05.2016;1013,7;1012,1
Trondheim - Voll;SN68860;13.05.2016;1011,9;1009
Trondheim - Voll;SN68860;14.05.2016;1013,1;1008,8
Trondheim - Voll;SN68860;15.05.2016;1017,1;1013,3
Trondheim - Voll;SN68860;16.05.2016;1016,7;1007,4
Trondheim - Voll;SN68860;17.05.2016;1009,4;1006,4
Trondheim - Voll;SN68860;18.05.2016;1008,8;1007
Trondheim - Voll;SN68860;19.05.2016;1013;1008
Trondheim - Voll;SN68860;20.05.2016;1010,9;1002
Trondheim - Voll;SN68860;21.05.2016;1010,5;1005,8
Trondheim - Voll;SN68860;22.05.2016;1009,7;1004,9
Trondheim - Voll;SN68860;23.05.2016;1021,9;1010,3
Trondheim - Voll;SN68860;24.05.2016;1027,4;1022
Trondheim - Voll;SN68860;25.05.2016;1028,6;1026,4
Trondheim - Voll;SN68860;26.05.2016;1026,3;1021,1
Trondheim - Voll;SN68860;27.05.2016;1023,3;1022
Trondheim - Voll;SN68860;28.05.2016;1024,1;1021,2
Trondheim - Voll;SN68860;29.05.2016;1024,1;1022,8
Trondheim - Voll;SN68860;30.05.2016;1023,3;1021,4
Trondheim - Voll;SN68860;31.05.2016;1027,5;1022,8
Trondheim - Voll;SN68860;01.06.2016;1028;1023,4
Trondheim - Voll;SN68860;02.06.2016;1026,5;1024,5
Trondheim - Voll;SN68860;03.06.2016;1027,1;1024,9
Trondheim - Voll;SN68860;04.06.2016;1026;1023,7
Trondheim - Voll;SN68860;05.06.2016;1026,2;1024,2
Trondheim - Voll;SN68860;06.06.2016;1025,3;1022,2
Trondheim - Voll;SN68860;07.06.2016;1022,5;1017,8
Trondheim - Voll;SN68860;08.06.2016;1025,6;1023,3
Trondheim - Voll;SN68860;09.06.2016;1023,7;1016,1
Trondheim - Voll;SN68860;10.06.2016;1016,7;1015,7
Trondheim - Voll;SN68860;11.06.2016;1017;1015,1
Trondheim - Voll;SN68860;12.06.2016;1016,9;1013
Trondheim - Voll;SN68860;13.06.2016;1013,3;1008,7
Trondheim - Voll;SN68860;14.06.2016;1009,6;1006,6
Trondheim - Voll;SN68860;15.06.2016;1007;1003,3
Trondheim - Voll;SN68860;16.06.2016;1006,2;1004,9
Trondheim - Voll;SN68860;17.06.2016;1009;1005,9
Trondheim - Voll;SN68860;18.06.2016;1011,7;1008,9
Trondheim - Voll;SN68860;19.06.2016;1017,7;1011,9
Trondheim - Voll;SN68860;20.06.2016;1016,9;1003,1
Trondheim - Voll;SN68860;21.06.2016;1016,7;1004,2
Trondheim - Voll;SN68860;22.06.2016;1018,9;1017,2
Trondheim - Voll;SN68860;23.06.2016;1020;1018,2
Trondheim - Voll;SN68860;24.06.2016;1019,5;1011,7
Trondheim - Voll;SN68860;25.06.2016;1019,5;1012,7
Trondheim - Voll;SN68860;26.06.2016;1018,9;1003,9
Trondheim - Voll;SN68860;27.06.2016;1005,5;1001,2
Trondheim - Voll;SN68860;28.06.2016;1013,3;1006,1
Trondheim - Voll;SN68860;29.06.2016;1013,3;1005,6
Trondheim - Voll;SN68860;30.06.2016;1005,5;999,3
Trondheim - Voll;SN68860;01.07.2016;1005,4;999,5
Trondheim - Voll;SN68860;02.07.2016;1000,1;997,5
Trondheim - Voll;SN68860;03.07.2016;1011,2;1000,5
Trondheim - Voll;SN68860;04.07.2016;1013;1011,4
Trondheim - Voll;SN68860;05.07.2016;1012,8;1009,5
Trondheim - Voll;SN68860;06.07.2016;1011,8;1010
Trondheim - Voll;SN68860;07.07.2016;1012;1009,5
Trondheim - Voll;SN68860;08.07.2016;1009,6;1007,8
Trondheim - Voll;SN68860;09.07.2016;1008,4;1006,5
Trondheim - Voll;SN68860;10.07.2016;1008,8;998,3
Trondheim - Voll;SN68860;11.07.2016;997,8;995,8
Trondheim - Voll;SN68860;12.07.2016;1004,3;997,2
Trondheim - Voll;SN68860;13.07.2016;1010,6;1004,4
Trondheim - Voll;SN68860;14.07.2016;1017,2;1010,8
Trondheim - Voll;SN68860;15.07.2016;1017,4;1013,3
Trondheim - Voll;SN68860;16.07.2016;1012,5;1005,2
Trondheim - Voll;SN68860;17.07.2016;1011,6;1005,9
Trondheim - Voll;SN68860;18.07.2016;1018,4;1011,7
Trondheim - Voll;SN68860;19.07.2016;1018,4;1015,5
Trondheim - Voll;SN68860;20.07.2016;1019,5;1016,6
Trondheim - Voll;SN68860;21.07.2016;1016,7;1012,7
Trondheim - Voll;SN68860;22.07.2016;1018,9;1015,5
Trondheim - Voll;SN68860;23.07.2016;1021,3;1018,6
Trondheim - Voll;SN68860;24.07.2016;1021,1;1018,1
Trondheim - Voll;SN68860;25.07.2016;1017,7;1009,4
Trondheim - Voll;SN68860;26.07.2016;1013,6;1009,5
Trondheim - Voll;SN68860;27.07.2016;1014,3;1006,1
Trondheim - Voll;SN68860;28.07.2016;1008,4;1004,4
Trondheim - Voll;SN68860;29.07.2016;1008,7;1004
Trondheim - Voll;SN68860;30.07.2016;1004,7;1003,3
Trondheim - Voll;SN68860;31.07.2016;1004,8;1003,5
Trondheim - Voll;SN68860;01.08.2016;1004,4;1003,8
Trondheim - Voll;SN68860;02.08.2016;1007,5;1003,1
Trondheim - Voll;SN68860;03.08.2016;1008,5;1001,2
Trondheim - Voll;SN68860;04.08.2016;1003,7;999,3
Trondheim - Voll;SN68860;05.08.2016;1013,2;1004,1
Trondheim - Voll;SN68860;06.08.2016;1018;1013,1
Trondheim - Voll;SN68860;07.08.2016;1017,4;998,1
Trondheim - Voll;SN68860;08.08.2016;997,6;988,1
Trondheim - Voll;SN68860;09.08.2016;1008,4;991,4
Trondheim - Voll;SN68860;10.08.2016;1011,2;1008,6
Trondheim - Voll;SN68860;11.08.2016;1013,2;1010,9
Trondheim - Voll;SN68860;12.08.2016;1012,8;999,2
Trondheim - Voll;SN68860;13.08.2016;1012;1000,2
Trondheim - Voll;SN68860;14.08.2016;1022,3;1012,4
Trondheim - Voll;SN68860;15.08.2016;1025,5;1022,6
Trondheim - Voll;SN68860;16.08.2016;1025,6;1023
Trondheim - Voll;SN68860;17.08.2016;1023;1017,4
Trondheim - Voll;SN68860;18.08.2016;1017,7;1013,5
Trondheim - Voll;SN68860;19.08.2016;1015,1;1010,4
Trondheim - Voll;SN68860;20.08.2016;1010,9;1008,8
Trondheim - Voll;SN68860;21.08.2016;1014,7;1009,8
Trondheim - Voll;SN68860;22.08.2016;1018,3;1014
Trondheim - Voll;SN68860;23.08.2016;1025,5;1018,8
Trondheim - Voll;SN68860;24.08.2016;1024,4;1016,5
Trondheim - Voll;SN68860;25.08.2016;1020,9;1018,8
Trondheim - Voll;SN68860;26.08.2016;1019,1;994,2
Trondheim - Voll;SN68860;27.08.2016;1020,7;1001,6
Trondheim - Voll;SN68860;28.08.2016;1020,9;1012,8
Trondheim - Voll;SN68860;29.08.2016;1012,3;1010,4
Trondheim - Voll;SN68860;30.08.2016;1011,9;1010,4
Trondheim - Voll;SN68860;31.08.2016;1011,9;1002,5
Trondheim - Voll;SN68860;01.09.2016;1006,8;1004
Trondheim - Voll;SN68860;02.09.2016;1008,8;1005,3
Trondheim - Voll;SN68860;03.09.2016;1007,2;1004,6
Trondheim - Voll;SN68860;04.09.2016;1017,5;1007,7
Trondheim - Voll;SN68860;05.09.2016;1019,5;1017,1
Trondheim - Voll;SN68860;06.09.2016;1016,7;1005
Trondheim - Voll;SN68860;07.09.2016;1017,3;1007,9
Trondheim - Voll;SN68860;08.09.2016;1017,5;1006,1
Trondheim - Voll;SN68860;09.09.2016;1012;1005,9
Trondheim - Voll;SN68860;10.09.2016;1011,8;1006,3
Trondheim - Voll;SN68860;11.09.2016;1016,5;1001,6
Trondheim - Voll;SN68860;12.09.2016;1017,2;1014,5
Trondheim - Voll;SN68860;13.09.2016;1019,5;1017,2
Trondheim - Voll;SN68860;14.09.2016;1022,7;1018,6
Trondheim - Voll;SN68860;15.09.2016;1022,9;1019,3
Trondheim - Voll;SN68860;16.09.2016;1019,4;1015,9
Trondheim - Voll;SN68860;17.09.2016;1023,1;1017,4
Trondheim - Voll;SN68860;18.09.2016;1022,6;1019,1
Trondheim - Voll;SN68860;19.09.2016;1022,9;1019,2
Trondheim - Voll;SN68860;20.09.2016;1023,1;1019,4
Trondheim - Voll;SN68860;21.09.2016;1023;1020,7
Trondheim - Voll;SN68860;22.09.2016;1021,2;1015,4
Trondheim - Voll;SN68860;23.09.2016;1017,1;1011,9
Trondheim - Voll;SN68860;24.09.2016;1017,5;1010,8
Trondheim - Voll;SN68860;25.09.2016;1012,3;1010,6
Trondheim - Voll;SN68860;26.09.2016;1021,4;1011,6
Trondheim - Voll;SN68860;27.09.2016;1021,7;995,7
Trondheim - Voll;SN68860;28.09.2016;1001,7;992,3
Trondheim - Voll;SN68860;29.09.2016;999,8;975,7
Trondheim - Voll;SN68860;30.09.2016;993,5;981,8
Trondheim - Voll;SN68860;01.10.2016;1012,9;994,1
Trondheim - Voll;SN68860;02.10.2016;1026,9;1013,6
Trondheim - Voll;SN68860;03.10.2016;1042;1027,4
Trondheim - Voll;SN68860;04.10.2016;1045,8;1042,5
Trondheim - Voll;SN68860;05.10.2016;1047,8;1045,4
Trondheim - Voll;SN68860;06.10.2016;1044,9;1040,5
Trondheim - Voll;SN68860;07.10.2016;1040,6;1035,8
Trondheim - Voll;SN68860;08.10.2016;1037,8;1036,8
Trondheim - Voll;SN68860;09.10.2016;1038;1036,6
Trondheim - Voll;SN68860;10.10.2016;1038,3;1035,4
Trondheim - Voll;SN68860;11.10.2016;1037,1;1035,4
Trondheim - Voll;SN68860;12.10.2016;1036,6;1033,6
Trondheim - Voll;SN68860;13.10.2016;1033,8;1031,9
Trondheim - Voll;SN68860;14.10.2016;1031,5;1027,8
Trondheim - Voll;SN68860;15.10.2016;1028,3;1026,6
Trondheim - Voll;SN68860;16.10.2016;1028,1;1026,2
Trondheim - Voll;SN68860;17.10.2016;1025,7;1018
Trondheim - Voll;SN68860;18.10.2016;1018,5;1016,5
Trondheim - Voll;SN68860;19.10.2016;1027,1;1018,9
Trondheim - Voll;SN68860;20.10.2016;1027,8;1026,2
Trondheim - Voll;SN68860;21.10.2016;1029,7;1027,5
Trondheim - Voll;SN68860;22.10.2016;1032,2;1029,3
Trondheim - Voll;SN68860;23.10.2016;1031,6;1029,8
Trondheim - Voll;SN68860;24.10.2016;1031;1027,7
Trondheim - Voll;SN68860;25.10.2016;1027,4;1022,1
Trondheim - Voll;SN68860;26.10.2016;1021,4;1008,3
Trondheim - Voll;SN68860;27.10.2016;1010;1002,1
Trondheim - Voll;SN68860;28.10.2016;1009,4;1002,1
Trondheim - Voll;SN68860;29.10.2016;1024,6;1009,9
Trondheim - Voll;SN68860;30.10.2016;1026,8;1024,6
Trondheim - Voll;SN68860;31.10.2016;1024,1;1016,2
Trondheim - Voll;SN68860;01.11.2016;1015,6;1011,6
Trondheim - Voll;SN68860;02.11.2016;1017,9;1014,1
Trondheim - Voll;SN68860;03.11.2016;1017,6;1013,1
Trondheim - Voll;SN68860;04.11.2016;1014,9;1012
Trondheim - Voll;SN68860;05.11.2016;1019,9;1015,2
Trondheim - Voll;SN68860;06.11.2016;1024;1020,4
Trondheim - Voll;SN68860;07.11.2016;1025,1;1023,9
Trondheim - Voll;SN68860;08.11.2016;1023,6;1019,6
Trondheim - Voll;SN68860;09.11.2016;1020;1013,4
Trondheim - Voll;SN68860;10.11.2016;1018,2;1011,2
Trondheim - Voll;SN68860;11.11.2016;1019,1;1017,2
Trondheim - Voll;SN68860;12.11.2016;1016,8;1014,6
Trondheim - Voll;SN68860;13.11.2016;1023,2;1016,3
Trondheim - Voll;SN68860;14.11.2016;1018,6;1009,2
Trondheim - Voll;SN68860;15.11.2016;1007,8;996,1
Trondheim - Voll;SN68860;16.11.2016;1003,8;986,1
Trondheim - Voll;SN68860;17.11.2016;988,8;984,3
Trondheim - Voll;SN68860;18.11.2016;988,9;981,5
Trondheim - Voll;SN68860;19.11.2016;996,1;982,4
Trondheim - Voll;SN68860;20.11.2016;1000,7;995,8
Trondheim - Voll;SN68860;21.11.2016;1011;998,8
Trondheim - Voll;SN68860;22.11.2016;1011,2;1003,7
Trondheim - Voll;SN68860;23.11.2016;1014,8;1006,7
Trondheim - Voll;SN68860;24.11.2016;1019,6;1014,1
Trondheim - Voll;SN68860;25.11.2016;1015,8;1001
Trondheim - Voll;SN68860;26.11.2016;1012;995,5
Trondheim - Voll;SN68860;27.11.2016;1030,6;1013,1
Trondheim - Voll;SN68860;28.11.2016;1030,1;1022,8
Trondheim - Voll;SN68860;29.11.2016;1022;1004
Trondheim - Voll;SN68860;30.11.2016;1009,2;1005,3
Trondheim - Voll;SN68860;01.12.2016;1010,7;1002,5
Trondheim - Voll;SN68860;02.12.2016;1020,3;1011,5
Trondheim - Voll;SN68860;03.12.2016;1019,7;1016,1
Trondheim - Voll;SN68860;04.12.2016;1016;1008,3
Trondheim - Voll;SN68860;05.12.2016;1024,2;1008,6
Trondheim - Voll;SN68860;06.12.2016;1026,8;1021
Trondheim - Voll;SN68860;07.12.2016;1020,2;997,8
Trondheim - Voll;SN68860;08.12.2016;1003,7;993,5
Trondheim - Voll;SN68860;09.12.2016;1011,7;1000,6
Trondheim - Voll;SN68860;10.12.2016;1010;1005,5
Trondheim - Voll;SN68860;11.12.2016;1021,2;1005,4
Trondheim - Voll;SN68860;12.12.2016;1021,4;1014,4
Trondheim - Voll;SN68860;13.12.2016;1021;1009,3
Trondheim - Voll;SN68860;14.12.2016;1024,4;1021,4
Trondheim - Voll;SN68860;15.12.2016;1024,7;1021,5
Trondheim - Voll;SN68860;16.12.2016;1026,4;1024,7
Trondheim - Voll;SN68860;17.12.2016;1025,7;1022,5
Trondheim - Voll;SN68860;18.12.2016;1026,1;1019,3
Trondheim - Voll;SN68860;19.12.2016;1020,8;1014,2
Trondheim - Voll;SN68860;20.12.2016;1017,9;1003,6
Trondheim - Voll;SN68860;21.12.2016;1003;994,8
Trondheim - Voll;SN68860;22.12.2016;1000,3;997,4
Trondheim - Voll;SN68860;23.12.2016;1006,6;987,3
Trondheim - Voll;SN68860;24.12.2016;985,9;977,1
Trondheim - Voll;SN68860;25.12.2016;990,4;978,3
Trondheim - Voll;SN68860;26.12.2016;991,4;974,5
Trondheim - Voll;SN68860;27.12.2016;1029,7;995,5
Trondheim - Voll;SN68860;28.12.2016;1030,2;1019,2
Trondheim - Voll;SN68860;29.12.2016;1019;1011,3
Trondheim - Voll;SN68860;30.12.2016;1010,4;1002,1
Trondheim - Voll;SN68860;31.12.2016;1001,6;999,3
Trondheim - Voll;SN68860;01.01.2017;1013,9;998,8
Trondheim - Voll;SN68860;02.01.2017;1013;1005,1
Trondheim - Voll;SN68860;03.01.2017;1003,8;984
Trondheim - Voll;SN68860;04.01.2017;1029,3;995,6
Trondheim - Voll;SN68860;05.01.2017;1033;1029
Trondheim - Voll;SN68860;06.01.2017;1028,5;1008,5
Trondheim - Voll;SN68860;07.01.2017;1022,6;1012,6
Trondheim - Voll;SN68860;08.01.2017;1020;1011,3
Trondheim - Voll;SN68860;09.01.2017;1013,9;996,4
Trondheim - Voll;SN68860;10.01.2017;997,2;982,9
Trondheim - Voll;SN68860;11.01.2017;981,7;968,3
Trondheim - Voll;SN68860;12.01.2017;978,4;969,8
Trondheim - Voll;SN68860;13.01.2017;992;979
Trondheim - Voll;SN68860;14.01.2017;1008,8;992,5
Trondheim - Voll;SN68860;15.01.2017;1023,2;1009,2
Trondheim - Voll;SN68860;16.01.2017;1026,7;1023,6
Trondheim - Voll;SN68860;17.01.2017;1024,9;1022,4
Trondheim - Voll;SN68860;18.01.2017;1023;1014,5
Trondheim - Voll;SN68860;19.01.2017;1022,2;1014,4
Trondheim - Voll;SN68860;20.01.2017;1024,8;1015,4
Trondheim - Voll;SN68860;21.01.2017;1026,3;1023,3
Trondheim - Voll;SN68860;22.01.2017;1022,9;1012,2
Trondheim - Voll;SN68860;23.01.2017;1017,8;1010,3
Trondheim - Voll;SN68860;24.01.2017;1018,1;1014,5
Trondheim - Voll;SN68860;25.01.2017;1014;1010,5
Trondheim - Voll;SN68860;26.01.2017;1020,6;1012,3
Trondheim - Voll;SN68860;27.01.2017;1020,2;1009,9
Trondheim - Voll;SN68860;28.01.2017;1016;1008,7
Trondheim - Voll;SN68860;29.01.2017;1008,2;999,8
Trondheim - Voll;SN68860;30.01.2017;1019,8;1002,3
Trondheim - Voll;SN68860;31.01.2017;1020,8;1017,8
Trondheim - Voll;SN68860;01.02.2017;1017,4;1009,3
Trondheim - Voll;SN68860;02.02.2017;1008,4;1005,3
Trondheim - Voll;SN68860;03.02.2017;1007,7;1004,5
Trondheim - Voll;SN68860;04.02.2017;1009,8;1005,6
Trondheim - Voll;SN68860;05.02.2017;1023,5;1010,1
Trondheim - Voll;SN68860;06.02.2017;1034,5;1024,1
Trondheim - Voll;SN68860;07.02.2017;1043,3;1034,7
Trondheim - Voll;SN68860;08.02.2017;1047,2;1044,2
Trondheim - Voll;SN68860;09.02.2017;1046,9;1044,3
Trondheim - Voll;SN68860;10.02.2017;1044,2;1040,7
Trondheim - Voll;SN68860;11.02.2017;1042,7;1040
Trondheim - Voll;SN68860;12.02.2017;1041,8;1036,5
Trondheim - Voll;SN68860;13.02.2017;1038,2;1036,2
Trondheim - Voll;SN68860;14.02.2017;1037,6;1031,8
Trondheim - Voll;SN68860;15.02.2017;1031,9;1021,8
Trondheim - Voll;SN68860;16.02.2017;1020,8;1010,8
Trondheim - Voll;SN68860;17.02.2017;1017,7;1011,1
Trondheim - Voll;SN68860;18.02.2017;1014,5;995,6
Trondheim - Voll;SN68860;19.02.2017;997,7;992,6
Trondheim - Voll;SN68860;20.02.2017;991,2;987,5
Trondheim - Voll;SN68860;21.02.2017;994,3;985,3
Trondheim - Voll;SN68860;22.02.2017;982,4;969
Trondheim - Voll;SN68860;23.02.2017;992,5;982,1
Trondheim - Voll;SN68860;24.02.2017;1006,7;992,7
Trondheim - Voll;SN68860;25.02.2017;1007,2;990,4
Trondheim - Voll;SN68860;26.02.2017;995,6;992,1
Trondheim - Voll;SN68860;27.02.2017;992,6;986,7
Trondheim - Voll;SN68860;28.02.2017;988,7;975,5
Trondheim - Voll;SN68860;01.03.2017;987,7;977,1
Trondheim - Voll;SN68860;02.03.2017;995,8;988,1
Trondheim - Voll;SN68860;03.03.2017;1002,6;996
Trondheim - Voll;SN68860;04.03.2017;1009,7;1003
Trondheim - Voll;SN68860;05.03.2017;1014,3;1009,4
Trondheim - Voll;SN68860;06.03.2017;1023,2;1014,6
Trondheim - Voll;SN68860;07.03.2017;1024,4;1018,5
Trondheim - Voll;SN68860;08.03.2017;1017,8;1002,2
Trondheim - Voll;SN68860;09.03.2017;1012,1;1000,6
Trondheim - Voll;SN68860;10.03.2017;1022,9;1013,2
Trondheim - Voll;SN68860;11.03.2017;1023,3;1016,6
Trondheim - Voll;SN68860;12.03.2017;1019,1;1015,4
Trondheim - Voll;SN68860;13.03.2017;1015;1009,3
Trondheim - Voll;SN68860;14.03.2017;1010,4;989,6
Trondheim - Voll;SN68860;15.03.2017;1010,3;991,8
Trondheim - Voll;SN68860;16.03.2017;1011,4;985,9
Trondheim - Voll;SN68860;17.03.2017;988,8;977,3
Trondheim - Voll;SN68860;18.03.2017;1001,9;989,1
Trondheim - Voll;SN68860;19.03.2017;1002;988,7
Trondheim - Voll;SN68860;20.03.2017;989,3;982
Trondheim - Voll;SN68860;21.03.2017;991;977,8
Trondheim - Voll;SN68860;22.03.2017;1013,1;991,7
Trondheim - Voll;SN68860;23.03.2017;1023,7;1012
Trondheim - Voll;SN68860;24.03.2017;1023,4;1016,1
Trondheim - Voll;SN68860;25.03.2017;1021,6;1017
Trondheim - Voll;SN68860;26.03.2017;1022,3;1016,2
Trondheim - Voll;SN68860;27.03.2017;1022,9;1014,1
Trondheim - Voll;SN68860;28.03.2017;1023,1;1019,1
Trondheim - Voll;SN68860;29.03.2017;1021,8;1016,7
Trondheim - Voll;SN68860;30.03.2017;1020,4;1008,5
Trondheim - Voll;SN68860;31.03.2017;1012,7;1001,3
Trondheim - Voll;SN68860;01.04.2017;1002;997,4
Trondheim - Voll;SN68860;02.04.2017;1019,4;1002,6
Trondheim - Voll;SN68860;03.04.2017;1020,2;1012,9
Trondheim - Voll;SN68860;04.04.2017;1012,2;1002,7
Trondheim - Voll;SN68860;05.04.2017;1014,2;999,2
Trondheim - Voll;SN68860;06.04.2017;1013,9;1007,3
Trondheim - Voll;SN68860;07.04.2017;1017,1;1008
Trondheim - Voll;SN68860;08.04.2017;1015,6;1010,2
Trondheim - Voll;SN68860;09.04.2017;1010,3;999
Trondheim - Voll;SN68860;10.04.2017;1005,5;995,7
Trondheim - Voll;SN68860;11.04.2017;1011,2;1004
Trondheim - Voll;SN68860;12.04.2017;1003;998,8
Trondheim - Voll;SN68860;13.04.2017;1005,1;1001,5
Trondheim - Voll;SN68860;14.04.2017;1008,3;1005,4
Trondheim - Voll;SN68860;15.04.2017;1009,9;1006,8
Trondheim - Voll;SN68860;16.04.2017;1015,5;1010,5
Trondheim - Voll;SN68860;17.04.2017;1028,3;1015,9
Trondheim - Voll;SN68860;18.04.2017;1033,3;1029,1
Trondheim - Voll;SN68860;19.04.2017;1032,9;1020,7
Trondheim - Voll;SN68860;20.04.2017;1020,1;1004,6
Trondheim - Voll;SN68860;21.04.2017;1004,7;1001
Trondheim - Voll;SN68860;22.04.2017;1011,2;1005,8
Trondheim - Voll;SN68860;23.04.2017;1010,1;1007,3
Trondheim - Voll;SN68860;24.04.2017;1006,9;1002,9
Trondheim - Voll;SN68860;25.04.2017;1008;1004,3
Trondheim - Voll;SN68860;26.04.2017;1008,7;1007,7
Trondheim - Voll;SN68860;27.04.2017;1017,8;1008,5
Trondheim - Voll;SN68860;28.04.2017;1024;1018,7
Trondheim - Voll;SN68860;29.04.2017;1024,2;1022,2
Trondheim - Voll;SN68860;30.04.2017;1023;1019,3
Trondheim - Voll;SN68860;01.05.2017;1029,7;1022,2
Trondheim - Voll;SN68860;02.05.2017;1037,8;1029,9
Trondheim - Voll;SN68860;03.05.2017;1040,1;1038
Trondheim - Voll;SN68860;04.05.2017;1040,4;1037,7
Trondheim - Voll;SN68860;05.05.2017;1037,7;1027
Trondheim - Voll;SN68860;06.05.2017;1026,4;1021,1
Trondheim - Voll;SN68860;07.05.2017;1027,9;1022,5
Trondheim - Voll;SN68860;08.05.2017;1029,6;1024,1
Trondheim - Voll;SN68860;09.05.2017;1023,6;1012,5
Trondheim - Voll;SN68860;10.05.2017;1011,9;1006,1
Trondheim - Voll;SN68860;11.05.2017;1008,7;1005,5
Trondheim - Voll;SN68860;12.05.2017;1014,3;1008,9
Trondheim - Voll;SN68860;13.05.2017;1015,2;1013,9
Trondheim - Voll;SN68860;14.05.2017;1019,1;1015,1
Trondheim - Voll;SN68860;15.05.2017;1025,1;1019,6
Trondheim - Voll;SN68860;16.05.2017;1025,1;1014,6
Trondheim - Voll;SN68860;17.05.2017;1019,3;1014
Trondheim - Voll;SN68860;18.05.2017;1014,4;1006,2
Trondheim - Voll;SN68860;19.05.2017;1022,2;1011,1
Trondheim - Voll;SN68860;20.05.2017;1022,6;1016,2
Trondheim - Voll;SN68860;21.05.2017;1021;1018,3
Trondheim - Voll;SN68860;22.05.2017;1019,2;1018,1
Trondheim - Voll;SN68860;23.05.2017;1017,9;1013,6
Trondheim - Voll;SN68860;24.05.2017;1017;1013,9
Trondheim - Voll;SN68860;25.05.2017;1019,8;1015,2
Trondheim - Voll;SN68860;26.05.2017;1020,7;1018,1
Trondheim - Voll;SN68860;27.05.2017;1017,5;1012,1
Trondheim - Voll;SN68860;28.05.2017;1013,6;1008,7
Trondheim - Voll;SN68860;29.05.2017;1015,7;1013,3
Trondheim - Voll;SN68860;30.05.2017;1013;1006,1
Trondheim - Voll;SN68860;31.05.2017;1014,2;1007,6
Trondheim - Voll;SN68860;01.06.2017;1019,6;1014,4
Trondheim - Voll;SN68860;02.06.2017;1020,5;1013,7
Trondheim - Voll;SN68860;03.06.2017;1015,1;1012,2
Trondheim - Voll;SN68860;04.06.2017;1011,9;1003,7
Trondheim - Voll;SN68860;05.06.2017;1004,5;1003,1
Trondheim - Voll;SN68860;06.06.2017;1007,1;1002,6
Trondheim - Voll;SN68860;07.06.2017;1007,6;1003,1
Trondheim - Voll;SN68860;08.06.2017;1009,2;1003,3
Trondheim - Voll;SN68860;09.06.2017;1011,6;1008,6
Trondheim - Voll;SN68860;10.06.2017;1012,6;1009,5
Trondheim - Voll;SN68860;11.06.2017;1010,8;998
